source_page,answerable_facts,ingestion_candidates,is_high_yield,is_low_yield
john maynard keynes,0,8,False,True
john monds,0,8,False,True
lists of the united states congress,0,8,False,True
lockheed constellation,0,8,False,True
m. stanley whittingham,0,8,False,True
mario lópez estrada,0,8,False,True
meghan murphy,0,8,False,True
miami herald,0,8,False,True
military budget of the united states,0,8,False,True
mitt romney 2012 presidential campaign,0,8,False,True
never trump movement,0,8,False,True
newlands resolution,0,8,False,True
north america,0,8,False,True
old right (united states),0,8,False,True
organization of the united states marine corps,0,8,False,True
otc markets group,0,8,False,True
post-election lawsuits related to the 2020 u.s. presidential election from nevada,0,8,False,True
premchand roychand,0,8,False,True
presidency of dwight d. eisenhower,0,8,False,True
"proposed ""liberty"" amendment to the united states constitution",0,8,False,True
research institute,0,8,False,True
ron paul 2012 presidential campaign,0,8,False,True
senior advisor,0,8,False,True
sha-2,0,8,False,True
signal corps,0,8,False,True
socialist labor party of america,0,8,False,True
software,0,8,False,True
solid rocket booster,0,8,False,True
southern africa,0,8,False,True
spacex merlin,0,8,False,True
star wars,0,8,False,True
technocracy movement,0,8,False,True
tesla cyberquad,0,8,False,True
the washington post,0,8,False,True
titan iiie,0,8,False,True
united parcel service,0,8,False,True
united states air force academy cadet insignia,0,8,False,True
united states home front during world war i,0,8,False,True
united states secretary of the navy,0,8,False,True
united states senate democratic policy committee,0,8,False,True
united states southern command,0,8,False,True
wayne messam,0,8,False,True
xenophobia in the united states,0,8,False,True
yellow pages,0,8,False,True
ze'ev drori,0,8,False,True
1855–56 speaker of the united states house of representatives election,0,7,False,True
1900 united states presidential election,0,7,False,True
1908 united states presidential election,0,7,False,True
1940 democratic national convention,0,7,False,True
2004 libertarian party presidential primaries,0,7,False,True
2008 libertarian party presidential primaries,0,7,False,True
2014 russian annexation of crimea,0,7,False,True
2017 speaker of the united states house of representatives election,0,7,False,True
2019 speaker of the united states house of representatives election,0,7,False,True
2020 united states elections,0,7,False,True
2021 speaker of the united states house of representatives election,0,7,False,True
2244 tesla,0,7,False,True
african americans,0,7,False,True
alessandro volta,0,7,False,True
andrew graham-dixon,0,7,False,True
bachelor of science,0,7,False,True
bank run,0,7,False,True
black conservatism in the united states,0,7,False,True
blue origin ns-36,0,7,False,True
boeing b-50 superfortress,0,7,False,True
born rich (2003 film),0,7,False,True
build back better act,0,7,False,True
canadian international council,0,7,False,True
carl sagan,0,7,False,True
central intelligence agency,0,7,False,True
computer security,0,7,False,True
congressional equality caucus,0,7,False,True
corporate debt bubble,0,7,False,True
corporation,0,7,False,True
daniel l. doctoroff,0,7,False,True
dean trantalis,0,7,False,True
defense innovation board,0,7,False,True
democratic party (united states) organizations,0,7,False,True
developing country,0,7,False,True
dior,0,7,False,True
dow jones industrial average,0,7,False,True
dwight d. eisenhower,0,7,False,True
early modern period,0,7,False,True
embraer e-jet e2 family,0,7,False,True
energy in the united states,0,7,False,True
executive session,0,7,False,True
exxonmobil,0,7,False,True
geological history of north america,0,7,False,True
george polk awards,0,7,False,True
gerald f. davis,0,7,False,True
hillary clinton 2016 presidential campaign,0,7,False,True
history of the british national debt,0,7,False,True
history of the jews in the united states,0,7,False,True
history of the lumber industry in the united states,0,7,False,True
history of the united states army,0,7,False,True
history of the west coast of north america,0,7,False,True
industrial revolution,0,7,False,True
international space station,0,7,False,True
investment advisers act of 1940,0,7,False,True
jack grubman,0,7,False,True
james e. webb,0,7,False,True
james hughes (sociologist),0,7,False,True
joe biden,0,7,False,True
list of government space agencies,0,7,False,True
longworth house office building,0,7,False,True
loyalist (american revolution),0,7,False,True
manufacturing in the united states,0,7,False,True
maria ressa,0,7,False,True
marie-odile amaury,0,7,False,True
maritime history of pakistan,0,7,False,True
maritime history of the united states (1800–1899),0,7,False,True
mazda mx-5,0,7,False,True
merrill (company),0,7,False,True
military history of african americans,0,7,False,True
mitsubishi heavy industries,0,7,False,True
nasa deep space network,0,7,False,True
nasdaq composite,0,7,False,True
national museum of american history,0,7,False,True
nativism (politics),0,7,False,True
new jersey,0,7,False,True
new york city council,0,7,False,True
officer candidate school (united states navy),0,7,False,True
parcel locker,0,7,False,True
phiroze jeejeebhoy towers,0,7,False,True
political positions of hillary clinton,0,7,False,True
political positions of kamala harris,0,7,False,True
postage stamps and postal history of the united states,0,7,False,True
proterra ecoride,0,7,False,True
public health insurance option,0,7,False,True
race and ethnicity in the united states,0,7,False,True
reserve components of the united states armed forces,0,7,False,True
robert f. wagner jr.,0,7,False,True
shadow racing cars,0,7,False,True
silver lake (investment firm),0,7,False,True
simple mail transfer protocol,0,7,False,True
solar panel,0,7,False,True
spacex raptor,0,7,False,True
stacey cunningham,0,7,False,True
starship hls,0,7,False,True
statewide opinion polling for the 2016 democratic party presidential primaries,0,7,False,True
time person of the year,0,7,False,True
titan (rocket family),0,7,False,True
twenty-seventh amendment to the united states constitution,0,7,False,True
united nations climate change conference,0,7,False,True
united states court of appeals for the third circuit,0,7,False,True
united states department of commerce,0,7,False,True
united states electoral college,0,7,False,True
united states military academy preparatory school,0,7,False,True
united states secretary of defense,0,7,False,True
unity party of america,0,7,False,True
university,0,7,False,True
us airways,0,7,False,True
vermin supreme 2020 presidential campaign,0,7,False,True
voting rights in the united states,0,7,False,True
"west covina, california",0,7,False,True
western united states,0,7,False,True
york city f.c.,0,7,False,True
119th united states congress,0,6,False,True
1872 united states presidential election,0,6,False,True
1904 united states presidential election,0,6,False,True
1916 republican party presidential primaries,0,6,False,True
1928 democratic national convention,0,6,False,True
1952 democratic national convention,0,6,False,True
1960 republican party presidential primaries,0,6,False,True
1972 united states senate election in louisiana,0,6,False,True
1979 oil crisis,0,6,False,True
1997 united states house of representatives elections,0,6,False,True
2001 new york city mayoral election,0,6,False,True
2008 republican party presidential candidates,0,6,False,True
2008 republican party vice presidential candidate selection,0,6,False,True
2012 green party presidential primaries,0,6,False,True
2017 genesis prize,0,6,False,True
2017 sri lankan fuel crisis,0,6,False,True
2024 green national convention,0,6,False,True
aggregate demand,0,6,False,True
air staff (united states),0,6,False,True
amazon and trade unions,0,6,False,True
amazon digital software & video games,0,6,False,True
amazon dynamodb,0,6,False,True
amazon river,0,6,False,True
american indian wars,0,6,False,True
andreas flocken,0,6,False,True
anik (satellite),0,6,False,True
automatic identification system,0,6,False,True
battery energy storage system,0,6,False,True
bill thompson (new york politician),0,6,False,True
black codes (united states),0,6,False,True
bloomberg distinguished professorships,0,6,False,True
blue jay,0,6,False,True
blue slip (u.s. senate),0,6,False,True
bombardier aviation,0,6,False,True
bush (surname),0,6,False,True
businessperson,0,6,False,True
byd m3,0,6,False,True
canada–united states relations,0,6,False,True
chief justice,0,6,False,True
chiefs of chaplains of the united states,0,6,False,True
civil aviation,0,6,False,True
collegiate network,0,6,False,True
congressional black caucus,0,6,False,True
congressional caucus,0,6,False,True
dc comics,0,6,False,True
dirksen senate office building,0,6,False,True
family values,0,6,False,True
federal communications commission,0,6,False,True
foundation (nonprofit),0,6,False,True
frank fahrenkopf,0,6,False,True
georgia (u.s. state),0,6,False,True
gerrymandering in the united states,0,6,False,True
global analyst research settlements,0,6,False,True
gnu general public license,0,6,False,True
great recession in europe,0,6,False,True
greylock partners,0,6,False,True
haynes roadster,0,6,False,True
historian of the united states house of representatives,0,6,False,True
history of monetary policy in the united states,0,6,False,True
homelessness in the united states,0,6,False,True
horniman circle gardens,0,6,False,True
incarceration in the united states,0,6,False,True
intelligence agency,0,6,False,True
internet service provider,0,6,False,True
jimmy carter,0,6,False,True
john abele,0,6,False,True
john birch society,0,6,False,True
john c. frémont,0,6,False,True
konstantin tsiolkovsky,0,6,False,True
large language model,0,6,False,True
lehman brothers,0,6,False,True
lgm-25c titan ii,0,6,False,True
liquid fly-back booster,0,6,False,True
local government,0,6,False,True
louis vuitton,0,6,False,True
mace of the united states house of representatives,0,6,False,True
maritime history of scotland,0,6,False,True
maritime history of the united states (1900–1999),0,6,False,True
mass media,0,6,False,True
michael rubens,0,6,False,True
mini coupé and roadster,0,6,False,True
"mission district, san francisco",0,6,False,True
municipality,0,6,False,True
nasdaq financial-100,0,6,False,True
natural aristocracy,0,6,False,True
net neutrality,0,6,False,True
new york stock exchange,0,6,False,True
ombudsman,0,6,False,True
orbcomm (satellite),0,6,False,True
order of merit,0,6,False,True
outer space,0,6,False,True
outline of the history of the united states,0,6,False,True
paul dyer merica,0,6,False,True
paypal credit,0,6,False,True
post-election lawsuits related to the 2020 u.s. presidential election from georgia,0,6,False,True
pretoria boys high school,0,6,False,True
radical right (united states),0,6,False,True
ratification of the united states constitution by massachusetts,0,6,False,True
reform party of the united states of america,0,6,False,True
regional effects of the 2021–2023 global energy crisis,0,6,False,True
register of copyrights,0,6,False,True
results of the 2008 republican party presidential primaries,0,6,False,True
results of the 2012 democratic party presidential primaries,0,6,False,True
richard dobbs spaight,0,6,False,True
robert e. wright,0,6,False,True
russian cosmism,0,6,False,True
russian-occupied territories of ukraine,0,6,False,True
san jose international airport,0,6,False,True
secondary banking crisis of 1973–1975,0,6,False,True
securities exchange act of 1934,0,6,False,True
sergeant at arms of the united states senate,0,6,False,True
signing of the united states constitution,0,6,False,True
social media stock bubble,0,6,False,True
social networking service,0,6,False,True
space colonization,0,6,False,True
spacex dragon 2,0,6,False,True
sports on amazon prime video,0,6,False,True
super pac,0,6,False,True
sustainable energy,0,6,False,True
the new york times,0,6,False,True
thomas molnar,0,6,False,True
time (magazine),0,6,False,True
timeline of new york city,0,6,False,True
timeline of the 2004 united states presidential election,0,6,False,True
town hall,0,6,False,True
tunnel,0,6,False,True
u.s. air force aeronautical rating,0,6,False,True
united states capitol cornerstone laying,0,6,False,True
united states congressional subcommittee,0,6,False,True
united states court of appeals for the seventh circuit,0,6,False,True
united states department of state,0,6,False,True
united states house of representatives,0,6,False,True
united states military academy,0,6,False,True
united states presidential elections in north carolina,0,6,False,True
vought f4u corsair,0,6,False,True
white paper,0,6,False,True
1792 united states presidential election,0,5,False,True
1824 united states presidential election,0,5,False,True
1830s chicago real estate bubble,0,5,False,True
1856 united states presidential election,0,5,False,True
1860 united states presidential election,0,5,False,True
1884 united states presidential election,0,5,False,True
1923 speaker of the united states house of representatives election,0,5,False,True
1940 communist national convention,0,5,False,True
1952 progressive national convention,0,5,False,True
1964 republican national convention,0,5,False,True
1974 united states senate election in florida,0,5,False,True
1982 united states house of representatives elections,0,5,False,True
1984 republican national convention,0,5,False,True
1984 republican party presidential primaries,0,5,False,True
1988 democratic party presidential primaries,0,5,False,True
1996 united states house of representatives elections,0,5,False,True
1996 united states presidential election,0,5,False,True
2009 new york city mayoral election,0,5,False,True
2012 washington referendum 74,0,5,False,True
2019 united states house of representatives elections,0,5,False,True
2020 united states senate election in alaska,0,5,False,True
2023 united states house of representatives elections,0,5,False,True
2025 speaker of the united states house of representatives election,0,5,False,True
abraham lincoln,0,5,False,True
advisory committee,0,5,False,True
air force officer qualifying test,0,5,False,True
amazon s3 glacier,0,5,False,True
amazon.com inc v canada (commissioner of patents),0,5,False,True
andrew johnson,0,5,False,True
anglican church of southern africa,0,5,False,True
app store,0,5,False,True
attempted assassination of donald trump in pennsylvania,0,5,False,True
auto show,0,5,False,True
baby boom,0,5,False,True
black hills gold rush,0,5,False,True
black indians in the united states,0,5,False,True
blood on the street,0,5,False,True
border states (american civil war),0,5,False,True
cal ripken jr.,0,5,False,True
car,0,5,False,True
central intelligence,0,5,False,True
chief operating officer,0,5,False,True
civil and political rights,0,5,False,True
civil rights movement (1865–1896),0,5,False,True
climate change,0,5,False,True
code of the united states fighting force,0,5,False,True
commercial space launch act of 1984,0,5,False,True
corporate welfare,0,5,False,True
corporations act 2001,0,5,False,True
crime in the united states,0,5,False,True
david richardson (physicist),0,5,False,True
debt crisis,0,5,False,True
debt monetization,0,5,False,True
declaration of independence (painting),0,5,False,True
demand-pull inflation,0,5,False,True
democratic party of the virgin islands,0,5,False,True
democratic-republican party,0,5,False,True
digital equipment corporation,0,5,False,True
dutch east india company,0,5,False,True
economic liberalisation in india,0,5,False,True
english in the commonwealth of nations,0,5,False,True
english language,0,5,False,True
federal reserve act,0,5,False,True
financial analysis,0,5,False,True
flight management system,0,5,False,True
"fort lauderdale, florida",0,5,False,True
full faith and credit clause,0,5,False,True
general ticket,0,5,False,True
government of india,0,5,False,True
governor (united states),0,5,False,True
grading in education,0,5,False,True
graduated random presidential primary system,0,5,False,True
grassroots–legalize cannabis party,0,5,False,True
great lakes megalopolis,0,5,False,True
great recession,0,5,False,True
greater los angeles,0,5,False,True
greenhouse gas,0,5,False,True
gus grissom,0,5,False,True
harry s. truman,0,5,False,True
healthcare in the united states,0,5,False,True
historiography of the united states,0,5,False,True
history of native americans in the united states,0,5,False,True
history of north dakota,0,5,False,True
history of rail transport in pakistan,0,5,False,True
history of rail transportation in the united states,0,5,False,True
history of taxation in the united states,0,5,False,True
history of the republican party (united states),0,5,False,True
history of the united states (1980–1991),0,5,False,True
history of the united states debt ceiling,0,5,False,True
hospice care in the united states,0,5,False,True
huolongjing,0,5,False,True
immigrant health care in the united states,0,5,False,True
indian ocean,0,5,False,True
informix corporation,0,5,False,True
james e. watson,0,5,False,True
january 6 united states capitol attack,0,5,False,True
john george nicolay,0,5,False,True
kings canyon unified school district,0,5,False,True
late heavy bombardment,0,5,False,True
list of national lakeshores and seashores of the united states,0,5,False,True
livery company,0,5,False,True
lyndon b. johnson,0,5,False,True
make america wait again,0,5,False,True
mark gasson,0,5,False,True
massachusetts republican party,0,5,False,True
media coverage of bernie sanders,0,5,False,True
miami palmetto senior high school,0,5,False,True
michael faraday,0,5,False,True
middle ages,0,5,False,True
mohamed m. atalla,0,5,False,True
naming in the united states,0,5,False,True
national democratic training committee,0,5,False,True
nationwide opinion polling for the 2012 republican party presidential primaries,0,5,False,True
natural resource,0,5,False,True
new york (magazine),0,5,False,True
northern united states,0,5,False,True
observatory,0,5,False,True
october,0,5,False,True
online age verification laws by country,0,5,False,True
packet boat,0,5,False,True
parents television and media council,0,5,False,True
paul gottfried,0,5,False,True
post-election lawsuits related to the 2020 u.s. presidential election from arizona,0,5,False,True
president pro tempore of the united states senate,0,5,False,True
ratification of the united states constitution by rhode island,0,5,False,True
regulatory taking,0,5,False,True
"royal holloway, university of london",0,5,False,True
rtx corporation,0,5,False,True
rudy giuliani 2008 presidential campaign,0,5,False,True
san antonio,0,5,False,True
"san bernardino, california",0,5,False,True
"santa barbara county, california",0,5,False,True
secession in the united states,0,5,False,True
security and maintenance,0,5,False,True
service number (united states air force),0,5,False,True
society,0,5,False,True
solucar complex,0,5,False,True
starship,0,5,False,True
stephen zaccaro,0,5,False,True
streaming media,0,5,False,True
taxation in the united states,0,5,False,True
technological utopianism,0,5,False,True
technology,0,5,False,True
television in the united states,0,5,False,True
texas oil boom,0,5,False,True
the portable bloomberg: the wit and wisdom of michael bloomberg,0,5,False,True
the walt disney company,0,5,False,True
united states air force medical service,0,5,False,True
united states army,0,5,False,True
united states congressional serial set,0,5,False,True
united states court of appeals for the ninth circuit,0,5,False,True
united states court of appeals for the second circuit,0,5,False,True
united states court of federal claims,0,5,False,True
united states environmental protection agency,0,5,False,True
united states foreign intelligence surveillance court of review,0,5,False,True
united states presidential debates,0,5,False,True
united states presidential elections in georgia,0,5,False,True
united states presidential elections in new hampshire,0,5,False,True
united states presidential elections in new jersey,0,5,False,True
united states presidential elections in new mexico,0,5,False,True
war goddess,0,5,False,True
william o. douglas,0,5,False,True
work–life balance,0,5,False,True
world governments summit,0,5,False,True
world rally championship,0,5,False,True
world wildlife fund,0,5,False,True
worldwide influence of the constitution of the united states,0,5,False,True
1788–89 united states house of representatives elections,0,4,False,True
1820 united states presidential election,0,4,False,True
1848 whig national convention,0,4,False,True
1852 democratic national convention,0,4,False,True
1864 united states presidential election,0,4,False,True
1892 united states presidential election,0,4,False,True
1912 prohibition national convention,0,4,False,True
1912 united states presidential election,0,4,False,True
1936 republican party presidential primaries,0,4,False,True
1952 united states senate election in california,0,4,False,True
1966 united states house of representatives elections,0,4,False,True
1973 united states vice presidential confirmation,0,4,False,True
1997 asian financial crisis,0,4,False,True
2002 united states house of representatives election ratings,0,4,False,True
2004 republican national convention protest activity,0,4,False,True
2014 united states house of representatives elections,0,4,False,True
2016 republican party presidential primaries,0,4,False,True
2019 genesis prize,0,4,False,True
2020 reform national convention,0,4,False,True
2020 united states senate election in arkansas,0,4,False,True
2024 libertarian national convention,0,4,False,True
2025 wisconsin supreme court election,0,4,False,True
ai capability control,0,4,False,True
apple silicon,0,4,False,True
article two of the united states constitution,0,4,False,True
awards and decorations of the united states department of the air force,0,4,False,True
bank failure,0,4,False,True
bibliography of the history of the republican party,0,4,False,True
business,0,4,False,True
"cameron county, texas",0,4,False,True
capital market,0,4,False,True
"carson city, nevada",0,4,False,True
catholic church in the united states,0,4,False,True
charitable organization,0,4,False,True
christian nationalism,0,4,False,True
cloud computing,0,4,False,True
compact (american magazine),0,4,False,True
congressional staff,0,4,False,True
conscription in the united states,0,4,False,True
corporate tax,0,4,False,True
council–manager government,0,4,False,True
de-industrialisation of india,0,4,False,True
don delillo,0,4,False,True
electrical engineering,0,4,False,True
episcopal church (united states),0,4,False,True
facial recognition system,0,4,False,True
fashion group international,0,4,False,True
financial statement,0,4,False,True
ford f-series,0,4,False,True
foundation (novel series),0,4,False,True
founders park,0,4,False,True
free people of color,0,4,False,True
geneva conventions,0,4,False,True
gold standard,0,4,False,True
greek battalion of balaklava,0,4,False,True
guidon (united states),0,4,False,True
historian of the united states senate,0,4,False,True
history of banking in the united states,0,4,False,True
history of central banking in the united states,0,4,False,True
history of coal mining in the united states,0,4,False,True
history of immigration to the united states,0,4,False,True
history of the iron and steel industry in the united states,0,4,False,True
history of the united states merchant marine,0,4,False,True
homeownership in the united states,0,4,False,True
idaho freedom caucus,0,4,False,True
initial public offering of facebook,0,4,False,True
integrated services,0,4,False,True
jerome frank,0,4,False,True
jewish ethnic divisions,0,4,False,True
journalism,0,4,False,True
limited liability company,0,4,False,True
listing rules,0,4,False,True
litvaks,0,4,False,True
lunar orbiter program,0,4,False,True
mars in fiction,0,4,False,True
mayoralty of john lindsay,0,4,False,True
mid-atlantic (united states),0,4,False,True
military,0,4,False,True
nasarawa amazons f.c.,0,4,False,True
national magazine awards,0,4,False,True
national merit scholarship program,0,4,False,True
national security,0,4,False,True
new alliance party,0,4,False,True
new york city panel for educational policy,0,4,False,True
ninth amendment to the united states constitution,0,4,False,True
opioid epidemic in the united states,0,4,False,True
pacific ocean,0,4,False,True
paramount pictures,0,4,False,True
pardon of richard nixon,0,4,False,True
parental rights movement,0,4,False,True
peter vallone sr.,0,4,False,True
populist party (united states),0,4,False,True
post-election lawsuits related to the 2020 u.s. presidential election from michigan,0,4,False,True
pre-2012 statewide opinion polling for the 2012 united states presidential election,0,4,False,True
preamble to the united states constitution,0,4,False,True
presidency of ronald reagan,0,4,False,True
public holidays in the united states,0,4,False,True
public utility,0,4,False,True
robert noyce,0,4,False,True
sahara,0,4,False,True
san francisco,0,4,False,True
saturn,0,4,False,True
secondary school,0,4,False,True
slavery in the united states,0,4,False,True
sm-65d atlas,0,4,False,True
sms,0,4,False,True
southeast asia,0,4,False,True
special government employee,0,4,False,True
state supreme courts in the united states,0,4,False,True
super low altitude test satellite,0,4,False,True
task force,0,4,False,True
tenth amendment to the united states constitution,0,4,False,True
the buffalo news,0,4,False,True
the last of the masters,0,4,False,True
the u.s. air force (song),0,4,False,True
they,0,4,False,True
transport economics,0,4,False,True
twenty-first amendment to the united states constitution,0,4,False,True
twenty-fourth amendment to the united states constitution,0,4,False,True
united states air force,0,4,False,True
united states capitol crypt,0,4,False,True
united states capitol guide service,0,4,False,True
united states federal executive departments,0,4,False,True
united states government accountability office,0,4,False,True
united states navy,0,4,False,True
united states presidential elections in delaware,0,4,False,True
united states presidential elections in florida,0,4,False,True
united states presidential elections in illinois,0,4,False,True
united states supreme court building,0,4,False,True
united states virgin islands,0,4,False,True
"university of california, davis",0,4,False,True
web service,0,4,False,True
white primary,0,4,False,True
working class in the united states,0,4,False,True
1872 republican national convention,0,3,False,True
1888 prohibition national convention,0,3,False,True
1888 republican national convention,0,3,False,True
1900 prohibition national convention,0,3,False,True
1912 democratic party presidential primaries,0,3,False,True
1912 progressive national convention,0,3,False,True
1912 republican national convention,0,3,False,True
1928 republican party presidential primaries,0,3,False,True
1952 united states senate election in maine,0,3,False,True
1952 united states senate election in new york,0,3,False,True
1972 united states house of representatives elections,0,3,False,True
2004 united states house of representatives election ratings,0,3,False,True
2017 united states house of representatives elections,0,3,False,True
2018 united states house of representatives election ratings,0,3,False,True
african-american middle class,0,3,False,True
aftermath of the january 6 united states capitol attack,0,3,False,True
aggregate supply,0,3,False,True
altitude,0,3,False,True
american broadcasting company,0,3,False,True
article six of the united states constitution,0,3,False,True
article three of the united states constitution,0,3,False,True
baker library/bloomberg center,0,3,False,True
baltimore orioles,0,3,False,True
bank (art collective),0,3,False,True
bell labs,0,3,False,True
bibliography of the united states constitution,0,3,False,True
bill (united states congress),0,3,False,True
blue moon,0,3,False,True
boosting (video games),0,3,False,True
brain–computer interface,0,3,False,True
capitoline hill,0,3,False,True
censure in the united states,0,3,False,True
ceremonial roll call for the 2020 democratic national convention,0,3,False,True
chancellor (education),0,3,False,True
china,0,3,False,True
classes of united states senators,0,3,False,True
committee,0,3,False,True
contingent negative variation,0,3,False,True
convention to propose amendments to the united states constitution,0,3,False,True
county executive,0,3,False,True
credit crunch,0,3,False,True
demand shock,0,3,False,True
democratic national convention,0,3,False,True
europe,0,3,False,True
expulsion from the united states congress,0,3,False,True
federal impeachment in the united states,0,3,False,True
federal reserve,0,3,False,True
fifteenth amendment to the united states constitution,0,3,False,True
filibuster in the united states senate,0,3,False,True
financial crisis,0,3,False,True
"fisherville, british columbia",0,3,False,True
food safety in the united states,0,3,False,True
freedom of information act (united states),0,3,False,True
google cloud platform,0,3,False,True
great compression,0,3,False,True
henry wilson,0,3,False,True
history of antisemitism in the united states,0,3,False,True
history of conservatism in the united states,0,3,False,True
history of north carolina,0,3,False,True
history of religion in the united states,0,3,False,True
history of the democratic party (united states),0,3,False,True
history of the united states virgin islands,0,3,False,True
illegal immigration to the united states,0,3,False,True
in september,0,3,False,True
japan–united states relations,0,3,False,True
jo jorgensen 2020 presidential campaign,0,3,False,True
know your customer,0,3,False,True
kwajalein atoll,0,3,False,True
landing zone,0,3,False,True
list,0,3,False,True
list of united states congresses,0,3,False,True
"los angeles county, california",0,3,False,True
maritime history of england,0,3,False,True
market liquidity,0,3,False,True
market value,0,3,False,True
maryland transportation authority,0,3,False,True
mayoralty of michael bloomberg,0,3,False,True
media matters for america,0,3,False,True
model,0,3,False,True
nationwide opinion polling for the 2008 republican party presidential primaries,0,3,False,True
nationwide opinion polling for the 2016 democratic party presidential primaries,0,3,False,True
neurotechnology,0,3,False,True
new humanism (literature),0,3,False,True
nvidia tesla,0,3,False,True
o'neill house office building (1947),0,3,False,True
opinion polling for the 2024 democratic party presidential primaries,0,3,False,True
pearl harbor,0,3,False,True
political positions of the 2020 democratic party presidential primary candidates,0,3,False,True
powerwall,0,3,False,True
principal place,0,3,False,True
quadrangle club,0,3,False,True
race and ethnicity in the united states census,0,3,False,True
racism in the united states,0,3,False,True
real gross domestic product,0,3,False,True
recession of 1949,0,3,False,True
recession of 1969–1970,0,3,False,True
regulatory agency,0,3,False,True
relational model,0,3,False,True
right to keep and bear arms in the united states,0,3,False,True
right to property,0,3,False,True
river oaks elementary school,0,3,False,True
road safety,0,3,False,True
secretary of the united states senate,0,3,False,True
sierra nevada,0,3,False,True
silver republican party,0,3,False,True
slavery in canada,0,3,False,True
south pole,0,3,False,True
stewart alexander 2012 presidential campaign,0,3,False,True
superior court,0,3,False,True
synanceia,0,3,False,True
terrorism in the united states,0,3,False,True
united kingdom,0,3,False,True
united states air force fitness assessment,0,3,False,True
united states capitol police,0,3,False,True
united states congress,0,3,False,True
united states constitutional sentencing law,0,3,False,True
united states declaration of independence,0,3,False,True
united states merchant marine,0,3,False,True
united states presidential election,0,3,False,True
united states presidential elections in connecticut,0,3,False,True
united states presidential elections in hawaii,0,3,False,True
united states presidential elections in new york,0,3,False,True
united states presidential elections in wisconsin,0,3,False,True
william stanley jevons,0,3,False,True
wizard: the life and times of nikola tesla,0,3,False,True
world energy supply and consumption,0,3,False,True
world health organization,0,3,False,True
1931 united states house of representatives elections,0,2,False,False
2012 green national convention,0,2,False,False
2015 genesis prize,0,2,False,False
2020 united states presidential election predictions,0,2,False,False
abortion in the united states,0,2,False,False
adposition,0,2,False,False
"albuquerque, new mexico",0,2,False,False
alfa romeo p2,0,2,False,False
amazon creek,0,2,False,False
amazon product advertising api,0,2,False,False
amazonis planitia,0,2,False,False
amit agarwal,0,2,False,False
anglicanism,0,2,False,False
archibald low,0,2,False,False
asante empire,0,2,False,False
atlantic ocean,0,2,False,False
atlas,0,2,False,False
bloomberg l.p. v. board of governors of the federal reserve system,0,2,False,False
cagiva roadster,0,2,False,False
city loop,0,2,False,False
constitutional convention (united states),0,2,False,False
corporate governance,0,2,False,False
credit cycle,0,2,False,False
damages,0,2,False,False
das model,0,2,False,False
david lee (art critic),0,2,False,False
economy of the united states,0,2,False,False
effective demand,0,2,False,False
electric motor,0,2,False,False
energy,0,2,False,False
environmental impact assessment,0,2,False,False
ethics of artificial intelligence,0,2,False,False
everyone i have ever slept with 1963–1995,0,2,False,False
falcon,0,2,False,False
financial costs of the american revolutionary war,0,2,False,False
financial market,0,2,False,False
following,0,2,False,False
government of new york city,0,2,False,False
high holy days,0,2,False,False
history of rail transport in great britain to 1830,0,2,False,False
history of sexual slavery in the united states,0,2,False,False
history of the oil shale industry in the united states,0,2,False,False
history of the petroleum industry in the united states,0,2,False,False
history of the southern united states,0,2,False,False
history of the united states public debt,0,2,False,False
indiana republican party,0,2,False,False
isdn,0,2,False,False
james bond,0,2,False,False
lesa lewis,0,2,False,False
letu štuke,0,2,False,False
marines,0,2,False,False
"merritt island, florida",0,2,False,False
money supply,0,2,False,False
national magazine,0,2,False,False
national wildlife,0,2,False,False
nationwide opinion polling for the 2008 democratic party presidential primaries,0,2,False,False
neutron star,0,2,False,False
north dakota democratic–nonpartisan league party,0,2,False,False
race and health in the united states,0,2,False,False
reform judaism,0,2,False,False
registered representative (securities),0,2,False,False
right to petition in the united states,0,2,False,False
school prayer amendment,0,2,False,False
seventh amendment to the united states constitution,0,2,False,False
sri lankan economic crisis (2019–2024),0,2,False,False
states department,0,2,False,False
stop-and-frisk in new york city,0,2,False,False
sysop,0,2,False,False
territories of the united states,0,2,False,False
texas straw poll,0,2,False,False
the electric company,0,2,False,False
u.s. senator bibliography (congressional memoirs),0,2,False,False
u.s. state defaults in the 1840s,0,2,False,False
united arab emirates,0,2,False,False
united states military award devices,0,2,False,False
united states senate,0,2,False,False
united states virgin islands' at-large congressional district,0,2,False,False
wright brothers,0,2,False,False
1889 united states house of representatives elections,0,1,False,False
banana river,0,1,False,False
blue origin ns-37,0,1,False,False
board of directors,0,1,False,False
communications and utilities regulatory authority,0,1,False,False
constitutional law of the united states,0,1,False,False
economics of english agriculture in the middle ages,0,1,False,False
electricity,0,1,False,False
elisabeth bürstenbinder,0,1,False,False
executive order,0,1,False,False
fourth amendment to the united states constitution,0,1,False,False
hart bochner,0,1,False,False
history of the english fiscal system,0,1,False,False
in august,0,1,False,False
j. hill,0,1,False,False
limited government,0,1,False,False
major party,0,1,False,False
mezzo tv,0,1,False,False
politics of the united states,0,1,False,False
resignation from the united states senate,0,1,False,False
richard bond (political executive),0,1,False,False
risk management,0,1,False,False
roman republic,0,1,False,False
social group,0,1,False,False
tony honors for excellence in theatre,0,1,False,False
united states capitol dome,0,1,False,False
united states presidential elections in west virginia,0,1,False,False
