source,relation_type,target
all_cars,has_a,wheels
all_children,has_a,biological_mothers
all_children,has_a,two_parents
all_continents,has_a,coasts
all_continents,has_a,mountains
all_countries,has_a,capital
all_countries,has_a,regional_accents
all_cultures,has_a,marriage_ceremonies
all_cultures,has_a,own_sense_of_rhythm
all_cultures,has_a,sort_of_musical_expression
all_cultures,has_a,sports
all_cultures,has_a,taboos
all_doors,has_a,hinges_on
all_events,has_a,probability
all_female_mammals,has_a,breasts
all_fish,has_a,gills
all_fish_breathe_water_and,has_a,gills
all_followers,has_a,leader
all_followers,has_a,leaders
all_food_one_eats,has_a,taste
all_football_games,has_a,quarterbacks_playing_on_both_teams
all_higher_animals,has_a,nerves
all_houses,has_a,at_least_one_door
all_houses,has_a,toilets
all_human_beings,has_a,presence_in_three_dimensions
all_human_populations,has_a,inbuilt_resistance_to_prion_diseases
all_humans,has_a,bladders
all_humans,has_a,feelings
all_humans,has_a,internal_organs
all_humans,has_a,names
all_humans,has_a,naval
all_insects,has_a,six_legs
all_intelligent_systems,has_a,irreversible_processes
all_known_biological_life,has_a,carbon
all_known_ridges,has_a,sialic_basement
all_large_cities,has_a,courtrooms
all_leaders,has_a,followers
all_living_creatures,has_a,limited_lifespan
all_major_mines,has_a,very_substantial_cash_flows
all_males,has_a,penises
all_mammals,has_a,fur
all_mammals,has_a,hair
all_mammals,has_a,nipples
all_mammals,has_a,spinal_cord
all_mammals_breathe_air_and,has_a,lungs
all_matter,has_a,mass
all_medicines,has_a,risks_and_benefits
all_modern_cars,has_a,antiock_brakes
all_mult_storied_buildings,has_a,ground_floor
all_natural_gas,has_a,at_least_trace_quantities_of_helium
all_news,has_a,source
all_oceans,has_a,salt_water
all_octogons,has_a,eight_sides
all_people,has_a,brains
all_people,has_a,cheeks
all_people,has_a,feelings
all_people,has_a,free_will
all_people,has_a,muscles
all_people,has_a,parents
all_people,has_a,tongues
all_people_with_homes,has_a,addresses
all_prisons,has_a,criminals
all_real_things,has_a,been_constructed
all_safe_deposit_boxes,has_a,locks
all_safes,has_a,locks
all_sentences,has_a,meaning
all_sentences,has_a,nouns_and_verbs
all_setences,has_a,meaning
all_soccer_players,has_a,number_on_shirt
all_sports,has_a,rules
all_states,has_a,capitals
all_surgical_procedures,has_a,risks
all_things,has_a,impact_on_other_things
all_things,has_a,opposite
all_things_can_lift,has_a,colour
all_things_eat,has_a,taste
all_triangles,has_a,three_sides
all_triangles,has_a,three_sides_and_three_corners
all_trucks,has_a,engine
all_vertebrates,has_a,spines
allows_people_to,has_a,running_water_in_there_houses
almost_all_animals,has_a,one_head
almost_all_animals_including_humans,has_a,eyes
almost_all_cars,has_a,alternator_attached_to_engine
almost_all_neighborhoods,has_a,at_least_one_school
almost_all_people,has_a,vestigial_tail
almost_all_restaurants,has_a,automatic_dishwashers
almost_all_shoes,has_a,heels_on_shoe_bottom
almost_every_human,has_a,name
almost_every_shoe,has_a,one_heel_on_shoe_bottom
almost_everyone,has_a,one
alocohol,has_a,lower_boiling_point_than_water
alot_of_people_in_subdivision,has_a,basement_in_house
alphabet,has_a,all_letters
altec_lansing_computer_speaker_systems,has_a,won_performance_awards
alto,has_a,deeper_voice_than_soprano
alto,has_a,higher_voice_than_tenor
altoids,has_a,artificial_flavor
am_young_and,has_a,no_grandchildren
ambidexterous_person,has_a,ambidexterity
america,has_a,beaches
america,has_a,fought_wars_over_oil
america,has_a,high_criminal_population
america,has_a,strong_military
american_alphabet,has_a,twenty_six_letters
american_flag,has_a,fifty_stars
american_flag,has_a,more_stars_than_stripes
american_flag,has_a,thirteen_stripes
american_indians,has_a,many_gods
american_life,has_a,gotten_way_out_of_balance
american_telephone_number,has_a,area_code
americans,has_a,right_to_free_speech
americans_generally,has_a,lower_iq_than_europeans
amnesiac_can_forget,has_a,children
amphitheatres,has_a,no_roof
amusement_park,has_a,many_amusements
amusement_park,has_a,rides
ana_aprtment_house,has_a,many_apartments
analog_wristwatch,has_a,tiny_springs_and_gears
analogue_clock,has_a,two_or_three_hands
anatoly,has_a,kids
andrew,has_a,kids
angels,has_a,wings
animal,has_a,meat
animal_bodies,has_a,many_chemical_cycles
animals,has_a,almost_no_understanding
animals,has_a,babies
animals,has_a,bodies
animals,has_a,bones
animals,has_a,ears
animals,has_a,emotions
animals,has_a,eyes
animals,has_a,feelings
animals,has_a,feelings_and_emotions
animals,has_a,fur
animals,has_a,fur_coat
animals,has_a,keen_senses
animals,has_a,many_emotions
animals,has_a,millions_of_cells
animals,has_a,multiple_arteries
animals,has_a,muscles
animals,has_a,no_lips
animals,has_a,one_head
animals,has_a,shiny_coats
animals,has_a,strong_senses
animals,has_a,tail
animals,has_a,tails
animals_often,has_a,strange_common_names
animals_which,has_a,drowned_dead
animate_object,has_a,ability_to_move_itself
anise_seeds,has_a,sweet_licorice_flavor
another_way_to_say_jugs_generally,has_a,one_or_two_handles
answer_bonus,has_a,conscience
antarctic_peninsula,has_a,become_visibly_greener
antelope,has_a,four_legs
antiproton,has_a,negative_electric_charge
ants,has_a,antennae
ants,has_a,exoskeleten
anxiety_level,has_a,biological_cause
anything,has_a,potential_of_being_misused
apartment,has_a,door
apartment,has_a,kitchen
apartment_block,has_a,many_floors
apartment_building,has_a,many_individual_apartments
apartment_building,has_a,many_rental_units
apartment_building,has_a,rental_units
apartment_building,has_a,several_residential_units
apartment_building,has_a,thin_walls
apartment_house,has_a,apartments
apartment_house,has_a,many_apartments
apartment_house,has_a,multiple_families
apartments,has_a,balconys
apartments_often,has_a,thin_walls
apes,has_a,feelings_as_well_as_humans
appendage_animals,has_a,on_rearend
apple,has_a,core
apple,has_a,many_cooking_uses
apple,has_a,peel
apple,has_a,seeds
apple,has_a,seeds_inside
apple,has_a,skin
apple_juice,has_a,pale_yellow_color
apple_pie,has_a,crust_filled_with_apples
apples,has_a,peel
apples,has_a,seeds
apples,has_a,seeds_inside
apples,has_a,stems
apples_and_balloons,has_a,similar_shape
appliances,has_a,on_off_switches
appointment_book,has_a,pages
april,has_a,thirty_days
aquafresh,has_a,three_colors
aquarium,has_a,filter
aquarium,has_a,water
archive,has_a,original_source_documents
argentina,has_a,gos_23_provinces
arid_and_skied_both,has_a,and_d
arizona,has_a,deserts
arizona,has_a,most_telescopes_in_world
arm,has_a,hand
arm,has_a,one_hand
armchair,has_a,back
armchair,has_a,four_legs
armchair,has_a,two_arms
army,has_a,soldiers
army_recreational_areas,has_a,pool_tables
art_galleries,has_a,rooms
art_museums,has_a,famous_works_of_art_in
art_show,has_a,more_than_one_sculpture
artichokes,has_a,leaves
artichokes,has_a,thorns
article_in_magazine,has_a,facts
articles_in_paper,has_a,facts
artist_will,has_a,drawing_room
asim,has_a,kids
astrology,has_a,roots_in_prehistoric_times
astronauts,has_a,gone_to_moon
at_airport,has_a,check_in_luggage
at_gas_station_people_may,has_a,talk
at_least_75_of_humans,has_a,brown_eyes
at_most_jobs,has_a,do_writing
atlanta,has_a,botanical_garden
atlantic_ocean,has_a,many_fish
atlas,has_a,many_maps
atlas,has_a,maps
atm_machines,has_a,cash_in
atmosphere_of_mars,has_a,less_than_3_nitrogen
atoms,has_a,electrons
atoms,has_a,mass
attach_case,has_a,papers
attache_case,has_a,handle
attache_case,has_a,spring_loaded_latches
auditoriums,has_a,good_acoustics
august,has_a,thirty_one_days
australia,has_a,antarctic_station_at_casey
australia,has_a,dependency_problem
australia,has_a,high_level_of_managerial_capitalism
australia,has_a,lost_nearly_half_of_forests
australia_and_other_countries_desired_to,has_a,olympics
australian_baby_boomers,has_a,appalling_savings_record
australian_greens_party,has_a,bisexual_inclusive_policy
australian_institute_of_management,has_a,office_in_deakin_act
australian_sporting_organisations,has_a,increased_claims_on_insurance
australians,has_a,sexy_accents
austria_and_switzerland,has_a,same_border
autocratic_managers_subordinates,has_a,lowest_job_satisfaction
automobile,has_a,trunk
automobile_interiors,has_a,upholstery
automobiles,has_a,four_tires
automobiles,has_a,window_and_doors
automobiles_move_because,has_a,engines
average_human_being,has_a,two_arms
average_human_body,has_a,face
average_human_body,has_a,two_ears
average_human_body,has_a,two_eyes
average_person,has_a,iq_below_190
avocado,has_a,skin
avocadoes,has_a,green_flesh
avocados,has_a,more_protein_than_other_fruit
aw50,has_a,considerable_kickback
b_b_c,has_a,newsmen_who_report
babies,has_a,big_eyes
babies,has_a,father_and_mother
baby_boomers,has_a,vast_experience
baby_cats,has_a,sharp_nails
back_garden,has_a,plants
back_yard,has_a,fence_and_gate
backgammon,has_a,elements_of_both_skill_and_luck
backyard,has_a,grass
backyard_fence,has_a,gate_in
bagel_and_doughnut,has_a,same_basic_shape
bagels,has_a,hole_in_center
baking_oven,has_a,control_knobs
bald_men,has_a,less_hair_than_other_men
ball,has_a,three_dimensions
ballet_slippers,has_a,toes_full_of_sand
balpoint_pen,has_a,plastic_casing
banana,has_a,peel
bananas,has_a,peel
bananas,has_a,peels
bananas,has_a,potassium
band,has_a,rehearsal_to_practice_playing_music
band,has_a,trumpets
banjo,has_a,strings
bank_machine,has_a,no_intelligence
banks,has_a,accounts
banks,has_a,atms
banks,has_a,branches
banks,has_a,branches_in_neighborhoods
banks,has_a,coins
banks,has_a,customers
banks,has_a,insurance
banks,has_a,loan_officers
banks,has_a,officers
banks,has_a,pens_on_chains
banks,has_a,tellers
banks,has_a,waiting_lines
banks,has_a,waste_paper_baskets
barbeque_sauce,has_a,hickory_flavoring
barber_comb,has_a,larger_end_on_one_side
barber_shop,has_a,mirrors
barber_shop,has_a,scissors_in
barbershop_quartet,has_a,four_voices
barbi_dolls,has_a,no_soul
bars,has_a,customers
bars,has_a,pool_tables
baseball,has_a,skin_made_of_leather
baseball_diamond,has_a,outfield
baseball_field,has_a,diamond
baseball_field,has_a,several_diamonds
baseball_fields,has_a,dugouts_along_sides
baseballs,has_a,stitches
basin,has_a,water
basket,has_a,dirty_cloth_used_for_wash
basket_of_laundry,has_a,socks
basketball_court,has_a,net
basketball_court,has_a,two_halves
basketball_court,has_a,wood_surface
basketball_game,has_a,fixed_duration
basketball_team,has_a,five_members
basketballs_bounce_when,has_a,enough_air_in
bass_drum,has_a,very_deep_sounds
bass_guitar,has_a,four_strings
bat,has_a,wings
batch_file,has_a,series_of_ms_dos_commands
bath_shower,has_a,hot_and_cold_water
bathroom_scales,has_a,aluminum_parts
bathrooms,has_a,plumbing
bathrooms,has_a,sinks
bats,has_a,eyes
bats,has_a,leathery_wings
bats,has_a,little_snub_noses
bats,has_a,sensitive_hearing
bats,has_a,wings
bay,has_a,water
beach,has_a,lots_of_sand
beaches,has_a,palm_trees
beaches,has_a,sand_and_rocks
beanbag,has_a,beans_in
beanbag_chair,has_a,loose_structure
bear,has_a,claws
bear,has_a,snout
bears,has_a,fur
beauty_salons,has_a,very_potent_chemicals_in_use
beaver,has_a,four_legs
because_of_religious_ideas_wars,has_a,occured
become_graduated,has_a,go_to_school
bed,has_a,mattress
bedroom,has_a,chairs
bedroom,has_a,floor
bedroom,has_a,walls_floor_and_ceiling
beds,has_a,springs
bee_hives,has_a,hexagonal_cells
beer,has_a,alcohol
beer,has_a,alcohol_in
beer,has_a,bad_drug
beer,has_a,water
beer_belly,has_a,gotten_bigger
beer_mugs,has_a,glass_bottoms
being_hit_repeatedly_in_head,has_a,effect_of_braindamage
belinda,has_a,cold
bell,has_a,characteristic_shape
bell,has_a,clapper
belt,has_a,buckle
ben,has_a,prepared_turkey_for_thanksgiving
bermuda,has_a,never_planned_future
berries,has_a,seeds
bible,has_a,been_translated_into_many_languages
bible,has_a,many_truths
bicicle,has_a,two_pedals
bicycle,has_a,chain
bicycle,has_a,chain_drives_wheels
bicycle,has_a,two_peddles
bicycle,has_a,two_tires
bicycle,has_a,two_weheels
bicycle,has_a,two_wheels
bicycle,has_a,two_wheels_and_pedals
bicycles,has_a,pedals
bicycles,has_a,seats
bicycles,has_a,spokes
bicycles,has_a,two_wheel
bicycles,has_a,two_wheels
bicycles,has_a,wheels
bicylces,has_a,two_wheels
bicyles,has_a,two_wheels
big_breasted_blonde,has_a,effect_of_attracting_riff_raff
bike,has_a,two_wheels
bikinis,has_a,become_smaller_and_smaller
bill,has_a,green_car
bill,has_a,numbers
bill_clinton,has_a,lot_of_baggage
bill_clinton,has_a,slept_with_every_girl_in_town
bill_file,has_a,information_about_money
billfold,has_a,money
billfold,has_a,place_to_keep_currency
billings_montana,has_a,tornado_siren
bills,has_a,specific_amounts
billy,has_a,ashtma
billy,has_a,serious_problem
bingo_board,has_a,twenty_spaces
bird,has_a,feathers
bird,has_a,two_legs
bird,has_a,two_wings
bird,has_a,wings
birds,has_a,beaks
birds,has_a,bills
birds,has_a,difficult_time_in_winter
birds,has_a,eggs
birds,has_a,eyes
birds,has_a,feathers
birds,has_a,feathers_and_can_usually_fly
birds,has_a,feathers_and_wings
birds,has_a,feathers_cover_body
birds,has_a,good_eyesight
birds,has_a,language_without_words
birds,has_a,light_bones
birds,has_a,many_feathers
birds,has_a,musical_voices
birds,has_a,no_wings
birds,has_a,powerful_muscles_in_breasts
birds,has_a,tails
birds,has_a,tails_for_stability
birds,has_a,two_legs
birds,has_a,wings
birds,has_a,wings_and_most_birds_can_fly
birds_and_airplanes,has_a,wings
birds_fly_because,has_a,wings
birds_have_beaks_where_people,has_a,lips
birds_of_prey,has_a,sharp_eyes
birds_often,has_a,many_colours
birthday_cards,has_a,pictures_of_sheep_on
black_people,has_a,dark_colored_skin
blackboard,has_a,message_on
blank_page,has_a,no_markings_on
blender,has_a,on_off_switch
blocked_sunlight,has_a,powerful_effect_on_microclimate
blood,has_a,many_chemicals
blood,has_a,many_types_of_cells
blood,has_a,proteins
blood,has_a,water
blood_red_because,has_a,hemoglobin
blowdryer,has_a,different_heat_settings
blue_light,has_a,shorter_wavelength_than_red_light
blue_light_photons,has_a,more_energy_than_red_photons
blue_whale,has_a,not_recovered_from_hunting
blues_generally,has_a,flatted_thirds_and_sevenths
boat,has_a,flipped_over_has_capsized
boat,has_a,propellor
boat,has_a,sails
boats,has_a,motors
bob,has_a,first_hand_knowledge_on_african_game
bob,has_a,kids
bob,has_a,very_painful_toothache
bob_dylan,has_a,funny_voice
bob_may,has_a,kissed
bodies,has_a,bones
a,has_property,fist_letter_of_alphabet
a,has_property,vowel
about_ten_percent_of_people,has_property,left_handed
absoulut,has_property,same_as_perfect
access_to_psychiatric_treatment,has_property,far_from_universal
accident_when,has_property,unintentional
accidents,has_property,fatal
accordian_bag,has_property,lightweight
accounting,has_property,logical
accounting_systems,has_property,valuable
accuracy,has_property,very_important_to_researchers
ace,has_property,very_high
acid,has_property,dangerous
acid,has_property,fun
acid_rain,has_property,polluted_and_harmful_to_environment
acne,has_property,very_unpleasant
acne_medication,has_property,smelly
acoustic_ceiling,has_property,good_for_playing_music
acre,has_property,one_of_brazilian_states
acronyms,has_property,very_common_in_computer_industry
acrylic,has_property,plastic
act,has_property,bold
acting_to_make_universe_better,has_property,good
action,has_property,past_or_present
action_divided_trough_reaction,has_property,one
active_state_space,has_property,abbreviated_to_ass
activities,has_property,more_strenuous_than_others
actor,has_property,different_from_role_plays
actors,has_property,playing_in_plays
actors,has_property,working_in_theater
acts_of_war,has_property,only_appropriate_upon_invasion
addiction,has_property,bad
addition,has_property,commutative
address_label,has_property,affixed_to_envelope
address_label,has_property,affixed_to_packages
address_label,has_property,easy_to_tear
adolescents,has_property,greedy
adrienne,has_property,staying_with_kathy_evening
adult_sea_lampreys,has_property,shaped_like_eels
adults,has_property,elder_to_kids
adults,has_property,greedy
adults,has_property,immature
adults,has_property,older_than_children
adults_with_ad,has_property,more_likely_to_have_ocd_features
adults_wtih_ocd,has_property,more_likely_to_have_autistic_features
adventure_holidays,has_property,popular_with_young_people
advertisement,has_property,irritating
advertisement_in_paper,has_property,expensive
advertising_panel,has_property,objectionable_to_many_people
advertising_real_estate,has_property,not_cost_effective
advertisments,has_property,reliable
advertisments,has_property,true
advertisments,has_property,unreliable
aerial_bomb,has_property,destructive
aerobic_excersize,has_property,good_for_heart
aerobic_exercise,has_property,different_than_weight_training
aerobics,has_property,great_for_elderly
aeroplane,has_property,more_expensive_than_c_ar
aerosolising_anthrax_spores,has_property,difficult_and_costly
africa,has_property,one_of_largest_continents
after_aeroplane_takes_off,has_property,flying
after_cutting_grass_grass,has_property,short
after_divorce,has_property,free
after_exercise,has_property,good_to_have_rest
after_night_day,has_property,coming
after_sun_sets,has_property,nighttime
after_visiting_museum,has_property,very_tired
agility,has_property,more_important_than_strength
agreement,has_property,good
ai,has_property,good
aids,has_property,fatal
air,has_property,invisible
air,has_property,transparent
air_conditioner,has_property,very_important_in_warm_climates
air_conditioners,has_property,heavy
air_conditioning,has_property,very_important_in_hot_weather
air_temperature_of_100,has_property,very_hot
air_travel,has_property,fast
air_up_in_mount_thabana,has_property,thin_and_difficult_to_breathe
airline_seat,has_property,small
airport,has_property,next_to_field
airports,has_property,full_of_people
airports,has_property,very_strict_about_security
airports,has_property,well_designed
airposts,has_property,well_designed
aisle,has_property,long_and_thin
aisle_in_airplane,has_property,very_narrow
al_gore,has_property,older_than_britney_spears
alaea_salt,has_property,salt_mixed_with_ferruginous_red_earth
alagoas,has_property,one_of_brazilian_states
alarms,has_property,loud
alaska,has_property,cold
albert_einstein,has_property,dead
albinos,has_property,white
alcohol,has_property,addictive
alcohol,has_property,addictive_for_people
alcohol,has_property,intoxicating
alcohol_poisoning,has_property,dangerous
alcoholic,has_property,difficult_to_live_with
alcoholics,has_property,more_likely_to_get_drunk
alexa,has_property,nuts
alfred,has_property,singing_in_choir
ali,has_property,happy
alians,has_property,weird
aliens,has_property,intelligent
all,has_property,clouded_by_desire
all,has_property,suffering
all_baby_animals,has_property,cute_except_snakes
all_base,has_property,belong_to_us
all_beverages,has_property,liquid
all_bulls,has_property,male
all_cars,has_property,expensive
all_cds,has_property,round
all_cells,has_property,alive
all_continents_earth,has_property,subject_to_lightening
all_dogs,has_property,very_very_cute
all_entities_conscious,has_property,alive
all_extra_kittens,has_property,free_in_every_town_every_week
all_facts,has_property,subjective
all_facts,has_property,useful
all_homosexuals,has_property,smart
all_hot_dogs,has_property,full_of_weird_meat
all_human_beings,has_property,alive
all_humans,has_property,equal
all_kings,has_property,male
all_known_planets,has_property,round
all_lawyers,has_property,human
all_life,has_property,equal
all_life_forms,has_property,intelligent_in_own_way
all_people,has_property,different
all_people,has_property,human
all_people,has_property,innocent_until_proven_guilty
all_people_in_modern_world,has_property,programmed_to_consumers
all_persons,has_property,ill
all_planets,has_property,round
all_precious_stones,has_property,expensive
all_temperatures_below_zero,has_property,cold
all_things_have_real_feelings,has_property,alive
all_vegetables,has_property,organic
all_weasel,has_property,belong_to
all_wheel_drive,has_property,abbreviated_to_awd
all_words,has_property,important
alley,has_property,dark
alligators,has_property,carnivorous
alligators,has_property,cold_blooded
almost_all_books,has_property,rectangular
almost_all_firetrucks,has_property,colored_red
almost_all_games,has_property,competitive
almost_all_liquid_metals,has_property,hot
almost_all_metals,has_property,solid
almost_all_uncles,has_property,older_than_nieces_and_nephews
aloof_person,has_property,reserved_cool_and_distant
alot_of_people,has_property,competitive
alpha_melanocyte_stimulating_hormone,has_property,abbreviated_to_msh
altar,has_property,sacred
alto,has_property,lower_than_soprano
aluminium,has_property,light
aluminium,has_property,much_harder_than_wood
aluminum,has_property,recyclable
aluminum,has_property,valuable_as_recyclable
aluminum_powder,has_property,flammable
am_uncertain_if,has_property,true
amapa,has_property,one_of_brazilian_states
amazonas,has_property,one_of_brazilian_states
america,has_property,dangerous
american_cars,has_property,low_quality
american_english,has_property,different_from_british_english
american_english,has_property,different_than_australian_english
american_football,has_property,more_like_rugby_than_football
american_people_in_general,has_property,very_fond_of_ketchup
american_sports,has_property,silly
americans,has_property,proud_of_freedoms
americans,has_property,proud_of_heritage
americans,has_property,tense_looking_for_ways_to_relax
amway,has_property,scary
analysis,has_property,important_to_chess_players
anaphalactic_shock,has_property,fatal_if_not_treated_immediately
anatoly,has_property,nuts
and_chewing_tobacco,has_property,disgusting
andalusian_horses,has_property,elegant
andalusian_horses,has_property,popular_in_parades
andrew,has_property,nuts
andy,has_property,nuts
anger,has_property,unpleasant
anger_and_hate,has_property,very_powerful_hard_to_control_emotions
angle_grinder,has_property,dangerous
angry_people,has_property,dangerous
animal,has_property,alive
animals,has_property,alive
animals,has_property,born_and_then_grow_larger
animals,has_property,born_small_and_then_get_bigger
animals,has_property,edible
animals,has_property,friendly
animals,has_property,immune_to_poisons
animals,has_property,killed_and_processed_for_food
animals,has_property,more_equal_than_others
animals,has_property,nocturnal
animals,has_property,opaque
animals,has_property,poisonous_to_humans
animals,has_property,sensitive_to_higher_pitches_than_humans
animals,has_property,territorial
animals_and_plants,has_property,alive
animals_can_reason_food,has_property,near
animals_in_jungle,has_property,scary
animals_show_teeth_when,has_property,angry
anime,has_property,awesome
anime,has_property,very_popular_in_japan
anna,has_property,nuts
annual_general_meeting,has_property,abbreviated_to_agm
annual_wealth_tax,has_property,feasible
another_good_way_to_burn_calories,has_property,walking
another_way_to_say_bob,has_property,cold
another_way_to_say_water,has_property,wet
another_world_for_biological_family,has_property,kin
antarctic_glaciers,has_property,accelerating_toward_sea
anthrax,has_property,fatal
anthrax_spores,has_property,hardy
anthrax_toxin_receptor,has_property,abbreviated_to_atr
anti_lock_brakes,has_property,abs
anti_materiel_rifle,has_property,abbreviated_to_amr
antibiotics,has_property,ineffective_towards_killing_virus
anticipation,has_property,receptive_and_open
antique_books,has_property,very_expensive
antique_textiles,has_property,rare_and_fragile
antisemites_believe_jews,has_property,inferior
antlers,has_property,shaped_like_trees
antonyms_for_derogatory,has_property,favorable_flattering_and_complimentary
ants,has_property,very_strong
anxiety_neurosis,has_property,more_common_among_introverts
anxiety_neurotics,has_property,tense_irritable_and_easily_upset
anxiolytic_drugs_and_therapies,has_property,very_popular
anything,has_property,rolling_with_enough_pressure
aome_bark,has_property,ground_and_used_as_spice
apartment,has_property,cheap_housing
apartment,has_property,one_kind_of_living_quarters
aperson_who_has_allergies,has_property,allergic_to
aphids,has_property,light_green
aphotograph,has_property,one_kind_of_image
appealing_looking_cat,has_property,cute
appearance_of_foods,has_property,important_to_enjoyment
appearances,has_property,deceptive
apple,has_property,green
apple,has_property,one_kind_of_fruit
apple,has_property,opaque
apple,has_property,red
apple,has_property,red_or_green
apple_good_if,has_property,red_and_juicy
apple_juice,has_property,good
apple_juice,has_property,good_for_health
apple_juice,has_property,refreshing_to_drink
apple_juice,has_property,very_refreshing
apples,has_property,about_as_big_as_baseballs
apples,has_property,crisp
apples,has_property,edible
apples,has_property,good_for
apples,has_property,good_to_eat
apples,has_property,green
apples,has_property,red
apples,has_property,red_and_green_and_ripe
apples,has_property,red_yellow_or_green
apples,has_property,red_yellow_or_green_in_color
apples,has_property,small_enough_to_carry_by_hand
apples,has_property,sweet_or_sour
apples,has_property,yellow
apples,has_property,yellow_green_and_red
apples_and_balloons,has_property,round
apples_and_lizards,has_property,yellow
arabic_language,has_property,composed_of_28_characters
arcane,has_property,same_as_mysterious
arch,has_property,strong_in_compression
arch,has_property,weak_in_tension
archives,has_property,dangerous
archway,has_property,rounded_at_top
areas,has_property,unincorporated
arenas,has_property,big
argyle_mine,has_property,famous_for_champagne_diamonds
arithmetic,has_property,helpful_in_designing_buildings
arizona,has_property,inland_from_sea
armoire_built_by_chippendale,has_property,very_expensive
army,has_property,full_of_soldiers
arrows,has_property,long_and_have_sharp_point
arrows,has_property,shaped_to_fly_well
arson,has_property,bad
arson,has_property,sad
art,has_property,abstract
art,has_property,beautiful
art,has_property,innate
art,has_property,more_important_than_war
art,has_property,philosophical
art,has_property,subjective
art,has_property,very_old
art_objects,has_property,very_expensive
art_of_killing,has_property,questionable
art_of_living,has_property,one_of_most_ignored_arts
arteries,has_property,necessary_for_blood_to_flow
artichokes,has_property,green
artisan_who,has_property,skilled_in_particular_craft
artists,has_property,considered_crazy
artists,has_property,powerful
arts,has_property,essential_to_world
artsy_foreign_films,has_property,hard_to_enjoy
as_of_novenber_2000_humans,has_property,living_in_space
as_succesful_author,has_property,easy_for_to_publish
asia,has_property,large
asian_girls,has_property,very_attractive
asim,has_property,nuts
asleep,has_property,alive
aspartame,has_property,bad_for_human_health
asphalt,has_property,opaque
aspirin,has_property,dangerous_if_take_too_much
association_of_southeast_asian_nations,has_property,abbreviated_to_asean
aster,has_property,perennial
astilbe,has_property,perennial
astromony,has_property,boring_to_mos_ordinary_folk
astromony,has_property,boring_to_most_ordinary_folk
astronomical_unit,has_property,abbreviated_to_au
asymetry,has_property,more_interesting
asymmetric_digital_subscriber_line,has_property,abbreviated_to_adsl
at_body_temperature_water,has_property,liquid
at_camp_swimming,has_property,fun
at_high_speeds_bat,has_property,lethal
at_night_sky,has_property,black
at_night_sky,has_property,dark
at_night_sky,has_property,full_of_stars
at_reunion,has_property,likely_to_see_aunts
atheists,has_property,more_likely_to_believe_in_evolution
athena,has_property,one_of_twelve_olympians
athletes,has_property,very_focused
athletic_humans,has_property,likely_to_eat_meat
atlantic_ocean,has_property,full_of_water
atlantic_ocean,has_property,responsible_for_major_weather_patterns
atmosphereof_jupiter,has_property,very_deep
atom,has_property,very_very_small
atom_egoyan,has_property,canadian
atomic_bombs,has_property,dangerous
atomic_clock,has_property,very_accurate
atomic_oxygen,has_property,harmful_to_human_health
atoms,has_property,very_small
atoms,has_property,very_tiny
attempt_to_find_truth,has_property,good
attempting_to_clone_children,has_property,irresponsible
attention,has_property,drawn_to_different
attention,has_property,drawn_to_strange
attention,has_property,important_to_self_esteem
attention_deficit_hyperactivity_disorder,has_property,abbreviated_to_adhd
attics,has_property,hot_in_summer
attribute,has_property,similar_to_property
au,has_property,gold
audi,has_property,beautiful
australia,has_property,acting_in_unilateral_manner
australia,has_property,one_of_driest_continents
australia,has_property,one_of_seven_named_continents
australian_bureau_of_statistics,has_property,abbreviated_to_abs
australian_capital_territory,has_property,abbreviated_to_act
australian_capital_territory,has_property,landlocked
australian_capital_territory,has_property,small_jurisdiction
australian_capital_territory,has_property,surrounded_by_new_south_wales
australian_competent_manager_program,has_property,abbreviated_to_acmp
australian_computer_society,has_property,abbreviated_to_acs
australian_defence_industries,has_property,abbreviated_to_adi
australian_football_league,has_property,abbreviated_to_afl
australian_junior_college,has_property,equivalent_to_united_states_high_school
australian_labor_party,has_property,abbreviated_to_alp
australian_police,has_property,disinterested_in_cyling_offences
australian_public_service,has_property,abbreviated_to_aps
australian_sign_language,has_property,abbreviated_to_auslan
australian_stock_exchange_limited,has_property,abbreviated_to_asx
authority,has_property,wrong
auto_oxidation,has_property,abbreviated_to_ao
autocracy_once_secured_in_saddle,has_property,difficult_to_dislodge
automatic_gate,has_property,electric
automobiles,has_property,destructive_to_global_environment
autumn_leaves,has_property,colorful
autumn_leaves,has_property,nice_to_look_at
ax,has_property,useful_for_chopping_wood
axes,has_property,sharp
b,has_property,second_letter_of_alphabet
babies,has_property,immature
babies,has_property,innocent
babies,has_property,more_spherical_than_adults
babies_children_who,has_property,new_to_world
babies_cute_but_teenagers,has_property,interesting
babies_might_cry_because,has_property,sick
baby,has_property,beginning_to_talk
baby_bird,has_property,growing_inside_each_of_eggs
baby_can_cry_when,has_property,hungry
baby_humans_and_baby_animals,has_property,cute
babylon_5,has_property,much_better_than_star_trek
bach,has_property,beautiful
back_courtyard,has_property,pretty
back_seat_of_car,has_property,notorious_for_teenage_trysts
backgammon,has_property,fun
backpack,has_property,useful_for_camping
backyard_pool,has_property,nice_on_hot_summer_days
bacteria,has_property,alive
bacteria,has_property,benign_and_do_not_cause_disease
bacteria,has_property,harmful
bacteria,has_property,microscopic
bacteria,has_property,very_small
bacterial_growth,has_property,retarded_by_low_temperatures
bactroban_nasal_ointment,has_property,white
bad_food,has_property,bad
