id,prompt,ambiguous_term,expected_sense,difficulty_type,notes,continuation,selected_sense,confidence,decision,reasons,memory_hits
v1-095,The seal was not on a document when it dove for fish and,seal,animal,negation,Negated document cue should not block animal behavior,The seal was not on a document when it dove for fish and it surfaced for air,animal,0.5000,continue,top_sense=animal | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=seal | cue=fish -> animal | positive_cue=fish -> animal | negated_cue=document -> closure_stamp | realization_type=clause_after_and | semantic_frame_intent=animal_behavior | renderer=semantic_renderer_v2 | candidate_count=2 | selected_candidate=it surfaced for air | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=animal
v1-096,The river mural covered the bank lobby as the teller,bank,financial_institution,misleading_surface_cue,River surface cue points wrong while lobby and teller favor finance,,,0.5000,audit,top_sense=financial_institution | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=bank | cue=teller -> financial_institution | positive_cue=teller -> financial_institution | cue=lobby -> financial_institution | positive_cue=lobby -> financial_institution | cue=river -> river_edge | positive_cue=river -> river_edge | conflict_detected
v1-097,A cash wrapper floated to the bank where reeds,bank,river_edge,misleading_surface_cue,Cash cue points finance while natural setting favors river edge,,,0.5000,audit,top_sense=river_edge | top_score=1 | second_score=0 | margin=1 | audit_reason=guard_failure,term=bank | cue=cash -> financial_institution | positive_cue=cash -> financial_institution | cue=reeds -> river_edge | positive_cue=reeds -> river_edge | guard_failure=cash_or_card_alone_insufficient -> financial_institution
v1-098,The cave logo was painted on the bat before the player,bat,sports_equipment,misleading_surface_cue,Cave surface cue points animal while player favors equipment,,,0.0000,audit,all_sense_scores_zero | audit_reason=guard_failure,term=bat | cue=cave -> animal | positive_cue=cave -> animal | cue=player -> sports_equipment | positive_cue=player -> sports_equipment | guard_failure=depicted_animal_cue_insufficient -> animal | guard_failure=player_alone_insufficient -> sports_equipment
v1-099,The injured player pointed at the bat above the rafters as it,bat,animal,misleading_surface_cue,Player cue points equipment while rafters and motion favor animal,,,0.0000,audit,all_sense_scores_zero | audit_reason=guard_failure,term=bat | cue=player -> sports_equipment | positive_cue=player -> sports_equipment | guard_failure=player_alone_insufficient -> sports_equipment
v1-100,The ocean blue seal on the envelope began to,seal,closure_stamp,misleading_surface_cue,Ocean surface cue points animal while envelope favors closure,,,0.3333,audit,top_sense=animal | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=seal | cue=ocean -> animal | positive_cue=ocean -> animal | cue=envelope -> closure_stamp | positive_cue=envelope -> closure_stamp | conflict_detected
v1-101,The package label showed a seal swimming as the animal,seal,animal,misleading_surface_cue,Package cue points closure while swimming and animal favor mammal,,,0.4000,audit,top_sense=animal | top_score=2 | second_score=2 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=seal | cue=animal -> animal | positive_cue=animal -> animal | cue=swimming -> animal | positive_cue=swimming -> animal | cue=package -> closure_stamp | positive_cue=package -> closure_stamp | cue=label -> closure_stamp | positive_cue=label -> closure_stamp | conflict_detected
v1-102,The marsh exhibit used a crane to lift scenery while the operator,crane,machine,misleading_surface_cue,Marsh cue points bird while operator and lift favor machine,,,0.5000,audit,top_sense=machine | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=crane | cue=marsh -> bird | positive_cue=marsh -> bird | cue=operator -> machine | positive_cue=operator -> machine | cue=lift -> machine | positive_cue=lift -> machine | conflict_detected
v1-103,The steel sculpture looked like a crane until the bird,crane,bird,misleading_surface_cue,Steel cue points machine while explicit bird resolves animal,,,0.5000,audit,top_sense=bird | top_score=1 | second_score=0 | margin=1 | audit_reason=guard_failure,term=crane | cue=bird -> bird | positive_cue=bird -> bird | cue=steel -> machine | positive_cue=steel -> machine | guard_failure=depicted_machine_cue_insufficient -> machine
v1-104,The flowers painted on the spring inside the device,spring,coil,misleading_surface_cue,Flowers cue points season while device favors coil,,,0.3333,audit,top_sense=coil | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=spring | cue=flowers -> season | positive_cue=flowers -> season | cue=device -> coil | positive_cue=device -> coil | conflict_detected
v1-105,The metal sign announced spring as rain,spring,season,misleading_surface_cue,Metal cue points coil while rain favors season,,,0.5000,audit,top_sense=season | top_score=1 | second_score=0 | margin=1 | audit_reason=guard_failure,term=spring | cue=rain -> season | positive_cue=rain -> season | cue=metal -> coil | positive_cue=metal -> coil | guard_failure=depicted_coil_cue_insufficient -> coil
v1-106,The mountain venue shook when the rock band,rock,music,misleading_surface_cue,Mountain cue points stone while band favors music,,,0.5000,audit,top_sense=music | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=rock | cue=mountain -> stone | positive_cue=mountain -> stone | cue=band -> music | positive_cue=band -> music | cue=venue -> music | positive_cue=venue -> music | conflict_detected
v1-107,After the concert the rock on the ground,rock,stone,misleading_surface_cue,Concert cue points music while ground favors stone,,,0.3333,audit,top_sense=music | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=rock | cue=ground -> stone | positive_cue=ground -> stone | cue=concert -> music | positive_cue=concert -> music | conflict_detected
v1-108,The fish emblem sat under the seal on the document,seal,closure_stamp,misleading_surface_cue,Fish cue points animal while document favors closure,,,0.3333,audit,top_sense=animal | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=seal | cue=fish -> animal | positive_cue=fish -> animal | cue=document -> closure_stamp | positive_cue=document -> closure_stamp | conflict_detected
v1-109,A credit card lay on the bank beside the stream,bank,river_edge,misleading_surface_cue,Credit card cue points finance while stream favors river edge,,,0.5000,audit,top_sense=financial_institution | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=bank | cue=card -> financial_institution | positive_cue=card -> financial_institution | cue=credit -> financial_institution | positive_cue=credit -> financial_institution | cue=stream -> river_edge | positive_cue=stream -> river_edge | conflict_detected
v1-110,The wing shaped crane at the site lifted,crane,machine,misleading_surface_cue,Wing surface cue points bird while site and lifted favor machine,,,0.5000,audit,top_sense=machine | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=crane | cue=wing -> bird | positive_cue=wing -> bird | cue=lifted -> machine | positive_cue=lifted -> machine | cue=site -> machine | positive_cue=site -> machine | conflict_detected | knowledge_overlay=enabled | overlay_source=knowledge_ingestion_v1_auto_review | overlay_item_count=163 | overlay_new_cues_matched_in_prompt=1 | overlay_cue=wing -> crane:bird
v1-111,He went to the bank and,bank,,no_clear_answer,Known term appears without enough context for either sense,,,0.0000,audit,all_sense_scores_zero,term=bank
v1-112,She noticed the bat and,bat,,no_clear_answer,Known term appears with no reliable animal or equipment evidence,,,0.0000,audit,all_sense_scores_zero,term=bat
v1-113,They checked the seal before,seal,,no_clear_answer,Known term appears but action fits multiple senses,,,0.0000,audit,all_sense_scores_zero,term=seal
v1-114,The crane stood nearby while,crane,,no_clear_answer,Known term appears with no decisive bird or machine evidence,,,0.0000,audit,all_sense_scores_zero,term=crane
v1-115,The spring returned and,spring,,no_clear_answer,Known term appears with no decisive season or coil evidence,,,0.0000,audit,all_sense_scores_zero,term=spring
v1-116,The teacher opened the notebook and,,,no_known_term,No supported ambiguous term appears,,,0.0000,audit,no_ambiguous_term,
v1-117,The chef placed the bowl near the window and,,,no_known_term,Prompt avoids all supported ambiguous terms,,,0.0000,audit,no_ambiguous_term,
v1-118,The driver waited at the corner before,,,no_known_term,Prompt has no known benchmark term,,,0.0000,audit,no_ambiguous_term,
v1-119,The painter mixed a pale color and,,,no_known_term,Prompt contains no supported ambiguous term,,,0.0000,audit,no_ambiguous_term,
v1-120,The child folded the paper carefully and,,,no_known_term,Prompt has no known ambiguous term and should audit,,,0.0000,audit,no_ambiguous_term,
