id,prompt,ambiguous_term,expected_sense,difficulty_type,notes,continuation,selected_sense,confidence,decision,reasons,memory_hits,trusted_decision,trusted_continuation,candidate_continuation,candidate_full_text,candidate_status,candidate_risk,candidate_source,candidate_review_action,candidate_reason,candidate_selected_sense,candidate_validation_status,candidate_trace,candidate_learning_payload
v1-060,The rock changed mood when the guitar,rock,music,delayed_cue,Guitar resolves music late after an abstract opening,The rock changed mood when the guitar started playing,music,0.5000,continue,top_sense=music | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=rock | cue=guitar -> music | positive_cue=guitar -> music | realization_type=clause_after_when_subject | semantic_frame_intent=music_performance | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=started playing | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=music,continue,The rock changed mood when the guitar started playing,started playing,The rock changed mood when the guitar started playing,trusted,low,trusted_continuation,accept_as_training_example,trusted policy continuation reused as candidate,music,trusted,candidate_status=trusted,{}
v1-061,After leaving the river he went to the bank to deposit,bank,financial_institution,conflicting_cue,River cue conflicts with deposit and syntax favors finance,,,0.3333,audit,top_sense=financial_institution | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=bank | cue=deposit -> financial_institution | positive_cue=deposit -> financial_institution | cue=river -> river_edge | positive_cue=river -> river_edge | conflict_detected,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",financial_institution,not_run,candidate_count=1 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=unfinished_to_action | candidate_attempts=1,"{""candidate_phrase"": """", ""conflicting_cues"": [""river""], ""needed_memory"": [""guard_rule:term=bank: prefer financial_institution only when deposit cues dominate river cues""], ""prompt_cues"": [""went"", ""river"", ""deposit""], ""proposed_positive_cues"": [""deposit""], ""semantic_frame"": ""transaction"", ""target_sense"": ""financial_institution"", ""term"": ""bank""}"
v1-062,After withdrawing cash he walked to the bank beside the stream to rest,bank,river_edge,conflicting_cue,Cash cues finance but beside stream favors river edge,,,0.5000,audit,top_sense=river_edge | top_score=1 | second_score=0 | margin=1 | audit_reason=guard_failure,term=bank | cue=cash -> financial_institution | positive_cue=cash -> financial_institution | cue=stream -> river_edge | positive_cue=stream -> river_edge | guard_failure=cash_or_card_alone_insufficient -> financial_institution,audit,,and watched the current,After withdrawing cash he walked to the bank beside the stream to rest and watched the current,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,river_edge,passed,candidate_count=1 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""and watched the current"", ""conflicting_cues"": [""cash""], ""needed_memory"": [""guard_rule:term=bank: prefer river_edge only when stream cues dominate cash cues""], ""prompt_cues"": [""cash"", ""stream""], ""proposed_positive_cues"": [""stream""], ""semantic_frame"": ""river_edge_activity"", ""target_sense"": ""river_edge"", ""term"": ""bank""}"
v1-063,The bat had wings painted on it before the player swung,bat,sports_equipment,conflicting_cue,Wings cue animal but player and swung favor equipment,"The bat had wings painted on it before the player swung, and he steadied himself",sports_equipment,0.6667,continue,top_sense=sports_equipment | top_score=2 | second_score=0 | margin=2 | score_and_margin_above_thresholds,"term=bat | cue=wings -> animal | positive_cue=wings -> animal | cue=player -> sports_equipment | positive_cue=player -> sports_equipment | cue=swung -> sports_equipment | positive_cue=swung -> sports_equipment | guard_failure=depicted_animal_cue_insufficient -> animal | realization_type=clause_after_before_subject | semantic_frame_intent=sports_action | renderer=semantic_renderer_v2 | candidate_count=2 | selected_candidate=he steadied himself | surface_repair=applied | subject_action_validator=passed | connector_rewriter=applied | surface_repair_rule=connector_comma | prompt_tail_validator=passed | prompt_tail_rule=before_subject_comma_and_repair | prompt_tail_evidence=phrase=, he steadied himself | repaired_candidate=, he steadied himself | prompt_tail_repair=applied | prompt_tail_repaired_candidate=, and he steadied himself | selected_sense=sports_equipment",continue,"The bat had wings painted on it before the player swung, and he steadied himself",", and he steadied himself","The bat had wings painted on it before the player swung, and he steadied himself",trusted,low,trusted_continuation,accept_as_training_example,trusted policy continuation reused as candidate,sports_equipment,trusted,candidate_status=trusted,{}
v1-064,The bat was held by the player after it flew from the rafters,bat,animal,conflicting_cue,Player cue conflicts with flew and rafters favor animal,,,0.5000,audit,top_sense=animal | top_score=1 | second_score=0 | margin=1 | audit_reason=guard_failure,term=bat | cue=flew -> animal | positive_cue=flew -> animal | cue=player -> sports_equipment | positive_cue=player -> sports_equipment | guard_failure=player_alone_insufficient -> sports_equipment,audit,,and searched for insects,The bat was held by the player after it flew from the rafters and searched for insects,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,animal,passed,candidate_count=2 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""and searched for insects"", ""conflicting_cues"": [""player""], ""needed_memory"": [""guard_rule:term=bat: prefer animal only when rafters cues dominate player cues""], ""prompt_cues"": [""player"", ""rafters""], ""proposed_positive_cues"": [""rafters""], ""semantic_frame"": ""animal_behavior"", ""target_sense"": ""animal"", ""term"": ""bat""}"
v1-065,The seal near the package barked for fish and,seal,animal,conflicting_cue,Package cue conflicts with fish and animal behavior,,,0.3333,audit,top_sense=animal | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=seal | cue=fish -> animal | positive_cue=fish -> animal | cue=package -> closure_stamp | positive_cue=package -> closure_stamp | conflict_detected,audit,,it surfaced for air,The seal near the package barked for fish and it surfaced for air,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,animal,passed,candidate_count=2 | connector_match=clause_after_and | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""it surfaced for air"", ""conflicting_cues"": [], ""needed_memory"": [""guard_rule:term=seal: prefer animal only when fish cues dominate conflicting cues""], ""prompt_cues"": [""fish""], ""proposed_positive_cues"": [""fish""], ""semantic_frame"": ""animal_behavior"", ""target_sense"": ""animal"", ""term"": ""seal""}"
v1-066,The seal on the ocean themed document needed wax to,seal,closure_stamp,conflicting_cue,Ocean cue conflicts with document and wax closure evidence,,,0.5000,audit,top_sense=closure_stamp | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=seal | cue=ocean -> animal | positive_cue=ocean -> animal | cue=document -> closure_stamp | positive_cue=document -> closure_stamp | cue=wax -> closure_stamp | positive_cue=wax -> closure_stamp | conflict_detected,audit,,close the envelope,The seal on the ocean themed document needed wax to close the envelope,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,closure_stamp,passed,candidate_count=2 | connector_match=infinitive_after_to | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""close the envelope"", ""conflicting_cues"": [], ""needed_memory"": [""guard_rule:term=seal: prefer closure_stamp only when document/wax cues dominate conflicting cues""], ""prompt_cues"": [""document"", ""wax""], ""proposed_positive_cues"": [""document"", ""wax""], ""semantic_frame"": ""document_closure"", ""target_sense"": ""closure_stamp"", ""term"": ""seal""}"
v1-067,The crane near the marsh lifted steel while the operator,crane,machine,conflicting_cue,Marsh cue conflicts with lifted steel and operator,The crane near the marsh lifted steel while the operator checked the cables,machine,0.6000,continue,top_sense=machine | top_score=3 | second_score=1 | margin=2 | conflict_detected | score_and_margin_above_thresholds,term=crane | cue=marsh -> bird | positive_cue=marsh -> bird | cue=lifted -> machine | positive_cue=lifted -> machine | cue=steel -> machine | positive_cue=steel -> machine | cue=operator -> machine | positive_cue=operator -> machine | conflict_detected | realization_type=clause_after_while_subject | semantic_frame_intent=construction_action | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=checked the cables | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=machine,continue,The crane near the marsh lifted steel while the operator checked the cables,checked the cables,The crane near the marsh lifted steel while the operator checked the cables,trusted,low,trusted_continuation,accept_as_training_example,trusted policy continuation reused as candidate,machine,trusted,candidate_status=trusted,{}
v1-068,The crane at the construction site spread its wings over the lake and,crane,bird,conflicting_cue,Construction site cue conflicts with wings and lake,,,0.4000,audit,top_sense=bird | top_score=2 | second_score=2 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=crane | cue=wings -> bird | positive_cue=wings -> bird | cue=lake -> bird | positive_cue=lake -> bird | cue=construction -> machine | positive_cue=construction -> machine | cue=site -> machine | positive_cue=site -> machine | conflict_detected,audit,,it crossed the shallows,The crane at the construction site spread its wings over the lake and it crossed the shallows,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,bird,passed,candidate_count=2 | connector_match=clause_after_and | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""it crossed the shallows"", ""conflicting_cues"": [], ""needed_memory"": [""guard_rule:term=crane: prefer bird only when lake/wings cues dominate conflicting cues""], ""prompt_cues"": [""lake"", ""wings""], ""proposed_positive_cues"": [""lake"", ""wings""], ""semantic_frame"": ""bird_behavior"", ""target_sense"": ""bird"", ""term"": ""crane""}"
v1-069,The spring warmed the garden after the metal device,spring,season,conflicting_cue,Metal device cue conflicts with garden and warmed season context,,,0.4000,audit,top_sense=coil | top_score=2 | second_score=2 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=spring | cue=garden -> season | positive_cue=garden -> season | cue=warmed -> season | positive_cue=warmed -> season | cue=metal -> coil | positive_cue=metal -> coil | cue=device -> coil | positive_cue=device -> coil | conflict_detected,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",season,not_run,candidate_count=1 | connector_match=clause_after_after_subject | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=wrong_subject_metal_device | candidate_attempts=1,"{""candidate_phrase"": """", ""conflicting_cues"": [""device""], ""needed_memory"": [""guard_rule:term=spring: prefer season only when supporting cues dominate device cues""], ""prompt_cues"": [""device""], ""proposed_positive_cues"": [], ""semantic_frame"": ""seasonal_change"", ""target_sense"": ""season"", ""term"": ""spring""}"
v1-070,The spring in April compressed inside the mechanism and,spring,coil,conflicting_cue,April cue conflicts with compressed mechanism evidence,,,0.5000,audit,top_sense=coil | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=spring | cue=april -> season | positive_cue=april -> season | cue=compressed -> coil | positive_cue=compressed -> coil | cue=mechanism -> coil | positive_cue=mechanism -> coil | conflict_detected,audit,,the tension released,The spring in April compressed inside the mechanism and the tension released,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,coil,passed,candidate_count=2 | connector_match=clause_after_and | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""the tension released"", ""conflicting_cues"": [], ""needed_memory"": [""guard_rule:term=spring: prefer coil only when mechanism cues dominate conflicting cues""], ""prompt_cues"": [""mechanism""], ""proposed_positive_cues"": [""mechanism""], ""semantic_frame"": ""mechanical_motion"", ""target_sense"": ""coil"", ""term"": ""spring""}"
v1-071,The rock from the mountain was carried onto the stage before,rock,music,conflicting_cue,Mountain cue conflicts with stage performance context,,,0.3333,audit,top_sense=music | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=rock | cue=mountain -> stone | positive_cue=mountain -> stone | cue=stage -> music | positive_cue=stage -> music | conflict_detected,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",music,not_run,candidate_count=1 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=rejected | prompt_tail_rule=before_tail | prompt_tail_rejection=before_requires_event_or_clause | candidate_attempts=1,"{""candidate_phrase"": """", ""conflicting_cues"": [], ""needed_memory"": [""guard_rule:term=rock: prefer music only when stage cues dominate conflicting cues""], ""prompt_cues"": [""stage""], ""proposed_positive_cues"": [""stage""], ""semantic_frame"": ""music_performance"", ""target_sense"": ""music"", ""term"": ""rock""}"
v1-072,The rock song described a heavy stone on the ground and,rock,stone,conflicting_cue,Song cue conflicts with physical stone evidence,The rock song described a heavy stone on the ground and it rolled downhill,stone,0.6000,continue,top_sense=stone | top_score=3 | second_score=1 | margin=2 | conflict_detected | score_and_margin_above_thresholds,term=rock | cue=stone -> stone | positive_cue=stone -> stone | cue=heavy -> stone | positive_cue=heavy -> stone | cue=ground -> stone | positive_cue=ground -> stone | cue=song -> music | positive_cue=song -> music | conflict_detected | realization_type=clause_after_and | semantic_frame_intent=stone_motion | renderer=semantic_renderer_v2 | candidate_count=2 | selected_candidate=it rolled downhill | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=stone,continue,The rock song described a heavy stone on the ground and it rolled downhill,it rolled downhill,The rock song described a heavy stone on the ground and it rolled downhill,trusted,low,trusted_continuation,accept_as_training_example,trusted policy continuation reused as candidate,stone,trusted,candidate_status=trusted,{}
v1-073,The teller crossed the river to reach the bank and open,bank,financial_institution,conflicting_cue,River cue conflicts with teller and open branch implication,,,0.3333,audit,top_sense=financial_institution | top_score=1 | second_score=1 | margin=0 | conflict_detected | audit_reason=low_margin_conflict,term=bank | cue=teller -> financial_institution | positive_cue=teller -> financial_institution | cue=river -> river_edge | positive_cue=river -> river_edge | conflict_detected,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",financial_institution,not_run,candidate_count=1 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=double_and_open | candidate_attempts=1,"{""candidate_phrase"": """", ""conflicting_cues"": [""river""], ""needed_memory"": [""guard_rule:term=bank: prefer financial_institution only when supporting cues dominate river cues""], ""prompt_cues"": [""open"", ""reach"", ""river""], ""proposed_positive_cues"": [], ""semantic_frame"": ""transaction"", ""target_sense"": ""financial_institution"", ""term"": ""bank""}"
v1-074,The credit card floated to the bank where the boat,bank,river_edge,conflicting_cue,Credit card cue conflicts with boat and physical edge context,,,0.5000,audit,top_sense=financial_institution | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=bank | cue=card -> financial_institution | positive_cue=card -> financial_institution | cue=credit -> financial_institution | positive_cue=credit -> financial_institution | cue=boat -> river_edge | positive_cue=boat -> river_edge | conflict_detected,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",river_edge,not_run,candidate_count=1 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=unfinished_where_subject | candidate_attempts=1,"{""candidate_phrase"": """", ""conflicting_cues"": [""card"", ""credit""], ""needed_memory"": [""guard_rule:term=bank: prefer river_edge only when boat cues dominate card/credit cues""], ""prompt_cues"": [""boat"", ""card"", ""credit""], ""proposed_positive_cues"": [""boat""], ""semantic_frame"": ""river_edge_activity"", ""target_sense"": ""river_edge"", ""term"": ""bank""}"
v1-075,The animal expert handed the bat to the player before the game,bat,sports_equipment,conflicting_cue,Animal expert cue conflicts with player and game equipment context,,,0.5000,audit,top_sense=sports_equipment | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=bat | cue=animal -> animal | positive_cue=animal -> animal | cue=player -> sports_equipment | positive_cue=player -> sports_equipment | cue=game -> sports_equipment | positive_cue=game -> sports_equipment | conflict_detected,audit,,", he steadied himself","The animal expert handed the bat to the player before the game, he steadied himself",untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,sports_equipment,passed,candidate_count=2 | connector_match=clause_after_before_subject | overlap=0 | selected_best_candidate | surface_repair=applied | subject_action_validator=passed | connector_rewriter=applied | surface_repair_rule=connector_comma | candidate_validation=passed,"{""candidate_phrase"": "", he steadied himself"", ""conflicting_cues"": [], ""needed_memory"": [""guard_rule:term=bat: prefer sports_equipment only when player cues dominate conflicting cues""], ""prompt_cues"": [""player""], ""proposed_positive_cues"": [""player""], ""semantic_frame"": ""sports_action"", ""target_sense"": ""sports_equipment"", ""term"": ""bat""}"
v1-076,The game paused when the bat in the cave opened its wings and,bat,animal,conflicting_cue,Game cue conflicts with cave and wings animal context,,,0.5000,audit,top_sense=animal | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=bat | cue=cave -> animal | positive_cue=cave -> animal | cue=wings -> animal | positive_cue=wings -> animal | cue=game -> sports_equipment | positive_cue=game -> sports_equipment | conflict_detected,audit,,,,unavailable,none,none,revise,"no candidate survived renderer, repair, prompt-tail, and surface validation",animal,not_run,candidate_count=2 | connector_match=clause_after_and | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=when_subject_repeated_subject | connector_match=clause_after_and | overlap=1 | overlap=1 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation_failure=candidate_pattern=when_subject_repeated_subject | candidate_validation_failure=repeated_from_prompt:wings | candidate_attempts=2,"{""candidate_phrase"": """", ""conflicting_cues"": [], ""needed_memory"": [""guard_rule:term=bat: prefer animal only when wings cues dominate conflicting cues""], ""prompt_cues"": [""wings""], ""proposed_positive_cues"": [""wings""], ""semantic_frame"": ""animal_behavior"", ""target_sense"": ""animal"", ""term"": ""bat""}"
v1-077,The official watched the seal splash in the water for fish,seal,animal,conflicting_cue,Official cue weakly suggests stamp but water and fish favor animal,The official watched the seal splash in the water for fish and dove below the surface,animal,0.6000,continue,top_sense=animal | top_score=3 | second_score=1 | margin=2 | conflict_detected | score_and_margin_above_thresholds,term=seal | cue=fish -> animal | positive_cue=fish -> animal | cue=water -> animal | positive_cue=water -> animal | cue=splash -> animal | positive_cue=splash -> animal | cue=official -> closure_stamp | positive_cue=official -> closure_stamp | conflict_detected | realization_type=neutral_extension | semantic_frame_intent=animal_behavior | renderer=semantic_renderer_v2 | candidate_count=2 | selected_candidate=and dove below the surface | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=animal,continue,The official watched the seal splash in the water for fish and dove below the surface,and dove below the surface,The official watched the seal splash in the water for fish and dove below the surface,trusted,low,trusted_continuation,accept_as_training_example,trusted policy continuation reused as candidate,animal,trusted,candidate_status=trusted,{}
v1-078,The flippers logo sat under the official seal on the package,seal,closure_stamp,conflicting_cue,Flippers cue conflicts with official and package evidence,,,0.5000,audit,top_sense=closure_stamp | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=seal | cue=flippers -> animal | positive_cue=flippers -> animal | cue=official -> closure_stamp | positive_cue=official -> closure_stamp | cue=package -> closure_stamp | positive_cue=package -> closure_stamp | conflict_detected,audit,,and marked the document,The flippers logo sat under the official seal on the package and marked the document,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,closure_stamp,passed,candidate_count=2 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""and marked the document"", ""conflicting_cues"": [""flippers""], ""needed_memory"": [""guard_rule:term=seal: prefer closure_stamp only when supporting cues dominate flippers cues""], ""prompt_cues"": [""flippers""], ""proposed_positive_cues"": [], ""semantic_frame"": ""document_closure"", ""target_sense"": ""closure_stamp"", ""term"": ""seal""}"
v1-079,The bird shaped crane at the site moved the steel,crane,machine,conflicting_cue,Bird surface conflicts with site and steel machinery context,,,0.5000,audit,top_sense=machine | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=crane | cue=bird -> bird | positive_cue=bird -> bird | cue=steel -> machine | positive_cue=steel -> machine | cue=site -> machine | positive_cue=site -> machine | conflict_detected,audit,,and carried the load,The bird shaped crane at the site moved the steel and carried the load,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,machine,passed,candidate_count=2 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""and carried the load"", ""conflicting_cues"": [""bird""], ""needed_memory"": [""guard_rule:term=crane: prefer machine only when site/steel cues dominate bird cues""], ""prompt_cues"": [""bird"", ""site"", ""steel""], ""proposed_positive_cues"": [""site"", ""steel""], ""semantic_frame"": ""construction_action"", ""target_sense"": ""machine"", ""term"": ""crane""}"
v1-080,The operator photographed the crane as the bird crossed the lake,crane,bird,conflicting_cue,Operator cue conflicts with explicit bird and lake evidence,,,0.5000,audit,top_sense=bird | top_score=2 | second_score=1 | margin=1 | conflict_detected | audit_reason=low_margin_conflict,term=crane | cue=bird -> bird | positive_cue=bird -> bird | cue=lake -> bird | positive_cue=lake -> bird | cue=operator -> machine | positive_cue=operator -> machine | conflict_detected,audit,,and spread its wings,The operator photographed the crane as the bird crossed the lake and spread its wings,untrusted,medium,audit_fix_proposal,revise,explicit untrusted candidate generated for supervised review,bird,passed,candidate_count=2 | connector_match=neutral_extension | overlap=0 | selected_best_candidate | surface_repair=clean | subject_action_validator=passed | candidate_validation=passed,"{""candidate_phrase"": ""and spread its wings"", ""conflicting_cues"": [""operator""], ""needed_memory"": [""guard_rule:term=crane: prefer bird only when lake cues dominate operator cues""], ""prompt_cues"": [""lake"", ""operator""], ""proposed_positive_cues"": [""lake""], ""semantic_frame"": ""bird_behavior"", ""target_sense"": ""bird"", ""term"": ""crane""}"
v1-081,The bank was not beside a river so the clerk prepared to,bank,financial_institution,negation,Negated river cue should not trigger river edge,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue | audit_reason=only_negated_evidence,term=bank | negated_cue=river -> river_edge | anti_cue=not beside a river -> financial_institution,audit,,,,unavailable,none,none,keep_audit,proposal action keep_audit keeps row out of candidate generation,financial_institution,not_run,proposal_action=keep_audit,{}
v1-082,The bank was not a place for money as the hikers slid down to,bank,river_edge,negation,Negated money cue should not trigger finance,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict,term=bank | cue=money -> financial_institution | positive_cue=money -> financial_institution | anti_cue=not a place for money -> financial_institution | anti_cue=not a place for money -> river_edge,audit,,,,unavailable,none,none,keep_audit,proposal action keep_audit keeps row out of candidate generation,river_edge,not_run,proposal_action=keep_audit,{}
v1-083,The bat was not an animal because the batter raised it to,bat,sports_equipment,negation,Negated animal cue should not override batter context,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict | audit_reason=only_negated_evidence,term=bat | cue=batter -> sports_equipment | positive_cue=batter -> sports_equipment | negated_cue=animal -> animal | anti_cue=not an animal -> animal | anti_cue=not an animal -> sports_equipment,audit,,,,unavailable,none,none,keep_audit,proposal action keep_audit keeps row out of candidate generation,sports_equipment,not_run,proposal_action=keep_audit,{}
v1-084,The bat was not for a game as it tucked its wings and,bat,animal,negation,Negated game cue should not override wings,The bat was not for a game as it tucked its wings and it searched for insects,animal,0.5000,continue,top_sense=animal | top_score=1 | second_score=0 | margin=1 | score_and_margin_above_thresholds,term=bat | cue=wings -> animal | positive_cue=wings -> animal | negated_cue=game -> sports_equipment | realization_type=clause_after_and | semantic_frame_intent=animal_behavior | renderer=semantic_renderer_v2 | candidate_count=2 | selected_candidate=it searched for insects | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=animal,continue,The bat was not for a game as it tucked its wings and it searched for insects,it searched for insects,The bat was not for a game as it tucked its wings and it searched for insects,trusted,low,trusted_continuation,accept_as_training_example,trusted policy continuation reused as candidate,animal,trusted,candidate_status=trusted,{}
v1-085,The seal was not an animal when the clerk pressed it onto the form to,seal,closure_stamp,negation,Negated animal cue should not block closure sense,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict | audit_reason=only_negated_evidence,term=seal | cue=clerk -> closure_stamp | positive_cue=clerk -> closure_stamp | negated_cue=animal -> animal | anti_cue=not an animal -> closure_stamp,audit,,,,unavailable,none,none,keep_audit,proposal action keep_audit keeps row out of candidate generation,closure_stamp,not_run,proposal_action=keep_audit,{}
v1-086,The seal was not a stamp as it surfaced beside the pier and,seal,animal,negation,Negated stamp cue should not block animal reading,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict | audit_reason=only_negated_evidence,term=seal | cue=pier -> animal | positive_cue=pier -> animal | negated_cue=stamp -> closure_stamp | anti_cue=not a stamp -> animal,audit,,,,unavailable,none,none,keep_audit,proposal action keep_audit keeps row out of candidate generation,animal,not_run,proposal_action=keep_audit,{}
v1-087,The crane was not a bird because the operator lowered the hook to,crane,machine,negation,Negated bird cue should not override operator context,The crane was not a bird because the operator lowered the hook to lift the load,machine,0.6667,continue,top_sense=machine | top_score=2 | second_score=0 | margin=2 | score_and_margin_above_thresholds,term=crane | cue=operator -> machine | positive_cue=operator -> machine | cue=hook -> machine | positive_cue=hook -> machine | negated_cue=bird -> bird | anti_cue=not a bird -> bird | realization_type=infinitive_after_to | semantic_frame_intent=construction_action | renderer=semantic_renderer_v2 | candidate_count=1 | selected_candidate=lift the load | surface_repair=clean | subject_action_validator=passed | prompt_tail_validator=passed | prompt_tail_evidence=prompt_tail=no_special_tail | selected_sense=machine,continue,The crane was not a bird because the operator lowered the hook to lift the load,lift the load,The crane was not a bird because the operator lowered the hook to lift the load,trusted,low,trusted_continuation,accept_as_training_example,trusted policy continuation reused as candidate,machine,trusted,candidate_status=trusted,{}
v1-088,The crane was not at a construction site as it crossed the reeds and,crane,bird,negation,Negated construction cue should not override bird behavior,,,0.5000,audit,top_sense=machine | top_score=1 | second_score=0 | margin=1 | audit_reason=negated_top_sense,term=crane | cue=reeds -> bird | positive_cue=reeds -> bird | cue=site -> machine | positive_cue=site -> machine | negated_cue=construction -> machine | anti_cue=not at a construction site -> bird,audit,,,,unavailable,none,none,keep_audit,proposal action keep_audit keeps row out of candidate generation,bird,not_run,proposal_action=keep_audit,{}
v1-089,The spring was not warm weather because the latch pushed it back and,spring,coil,negation,Negated weather cue should not override mechanical context,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict | audit_reason=only_negated_evidence,term=spring | cue=latch -> coil | positive_cue=latch -> coil | negated_cue=warm -> season | negated_cue=weather -> season | anti_cue=not warm weather -> coil,audit,,,,unavailable,none,none,keep_audit,proposal action keep_audit keeps row out of candidate generation,coil,not_run,proposal_action=keep_audit,{}
v1-090,The spring was not a metal device after the thaw made the fields,spring,season,negation,Negated metal device cue should not block season,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue_conflict | audit_reason=only_negated_evidence,term=spring | cue=thaw -> season | positive_cue=thaw -> season | negated_cue=metal -> coil | negated_cue=device -> coil | anti_cue=not a metal device -> season,audit,,,,unavailable,none,none,keep_audit,proposal action keep_audit keeps row out of candidate generation,season,not_run,proposal_action=keep_audit,{}
v1-091,The rock was not a stone after the guitarist tuned up and,rock,music,negation,Negated stone cue should not override music evidence,,,0.0000,audit,all_sense_scores_zero | audit_reason=anti_cue | audit_reason=only_negated_evidence,term=rock | negated_cue=stone -> stone | anti_cue=not a stone -> music,audit,,,,unavailable,none,none,keep_audit,proposal action keep_audit keeps row out of candidate generation,music,not_run,proposal_action=keep_audit,{}
