id,source_suite,question,qa_decision,qa_intent,qa_answer,context_safe_for_answering,candidate_paths_count,blocked_paths_count,weak_links_count,source_facts_count,missing_hints_count,validation_passed,consistency_status,failure_reason,risk_flags
cpqa-v1-002,cross_page_qa_v1,How is Elon Musk connected to Tesla?,answer,connection_path,"In the overlay, Elon Musk is connected to Tesla: Elon Musk is linked to Tesla through leadership. This is an explicit semi-stable relation in the overlay.",True,1,0,18,1,0,True,answer_supported_by_context,,volatile_source_qualified
cpqa-v1-003,cross_page_qa_v1,How is SpaceX connected to rockets?,answer,connection_path,"In the overlay, SpaceX is connected to rockets: SpaceX develops rockets. This is an explicit semi-stable relation in the overlay.",True,1,0,11,0,0,True,answer_supported_by_context,,
cpqa-v1-004,cross_page_qa_v1,How is SpaceX connected to spacecraft?,answer,connection_path,"In the overlay, SpaceX is connected to spacecraft: SpaceX develops spacecraft. This is an explicit semi-stable relation in the overlay.",True,1,0,16,0,0,True,answer_supported_by_context,,
cpqa-v1-005,cross_page_qa_v1,How is Tesla connected to electric cars?,answer,connection_path,"In the overlay, Tesla is connected to electric cars: Tesla produces electric cars. This is an explicit semi-stable relation in the overlay.",True,1,0,14,0,0,True,answer_supported_by_context,,
cpqa-v1-006,cross_page_qa_v1,How is Forbes connected to business rankings?,answer,connection_path,"In the overlay, Forbes is connected to business rankings: Forbes publishes business rankings. This is an explicit semi-stable relation in the overlay.",True,1,0,5,0,0,True,answer_supported_by_context,,
cpqa-v1-007,cross_page_qa_v1,How is Bloomberg News connected to wealth indexes?,answer,connection_path,"In the overlay, Bloomberg News is connected to wealth indexes: Bloomberg News publishes wealth indexes. This is an explicit semi-stable relation in the overlay.",True,1,0,3,0,0,True,answer_supported_by_context,,
cpqa-v1-008,cross_page_qa_v1,How is Jeff Bezos connected to Blue Origin?,answer,connection_path,"In the overlay, Jeff Bezos is connected to Blue Origin: Jeff Bezos is linked to Blue Origin through leadership. This is an explicit semi-stable relation in the overlay.",True,1,0,8,1,0,True,answer_supported_by_context,,volatile_source_qualified
cpqa-v1-009,cross_page_qa_v1,How is NASA connected to spacecraft?,answer,connection_path,"In the overlay, NASA is connected to spacecraft: NASA develops spacecraft. This is an explicit semi-stable relation in the overlay.",False,0,1,10,0,0,True,answer_supported_by_context,,weak_only_path
cpqa-v1-010,cross_page_qa_v1,How is Tesla Energy connected to solar panels?,answer,connection_path,"In the overlay, Tesla Energy is connected to solar panels: Tesla Energy produces solar panels. This is an explicit semi-stable relation in the overlay.",True,1,0,5,0,0,True,answer_supported_by_context,,
cpqa-v1-011,cross_page_qa_v1,How is Elon Musk connected to rockets?,answer,connection_path,"In the overlay, Elon Musk is connected to rockets through SpaceX: Elon Musk is linked to SpaceX through leadership, and SpaceX develops rockets. The overlay has an explicit semi-stable relation path of 2 steps.",True,1,0,8,1,0,True,answer_supported_by_context,,volatile_source_qualified
cpqa-v1-012,cross_page_qa_v1,How is Elon Musk connected to electric cars?,answer,connection_path,"In the overlay, Elon Musk is connected to electric cars through Tesla: Elon Musk is linked to Tesla through leadership, and Tesla produces electric cars. The overlay has an explicit semi-stable relation path of 2 steps.",True,1,0,8,1,0,True,answer_supported_by_context,,volatile_source_qualified
cpqa-v1-013,cross_page_qa_v1,How is Elon Musk connected to brain-computer interfaces?,answer,connection_path,"In the overlay, Elon Musk is connected to brain-computer interfaces through Neuralink: Elon Musk founded Neuralink, and Neuralink develops brain-computer interfaces. The overlay has an explicit semi-stable relation path of 2 steps.",True,1,0,7,1,0,True,answer_supported_by_context,,volatile_source_qualified
cpqa-v1-014,cross_page_qa_v1,How is Elon Musk connected to Falcon rockets?,answer,connection_path,"In the overlay, Elon Musk is connected to Falcon rockets through SpaceX: Elon Musk is linked to SpaceX through leadership, and SpaceX produces Falcon rockets. The overlay has an explicit semi-stable relation path of 2 steps.",True,1,0,6,1,0,True,answer_supported_by_context,,volatile_source_qualified
cpqa-v1-015,cross_page_qa_v1,How is Elon Musk connected to Dragon spacecraft?,answer,connection_path,"In the overlay, Elon Musk is connected to Dragon spacecraft through SpaceX: Elon Musk is linked to SpaceX through leadership, and SpaceX produces Dragon spacecraft. The overlay has an explicit semi-stable relation path of 2 steps.",True,1,0,8,1,0,True,answer_supported_by_context,,volatile_source_qualified
cpqa-v1-016,cross_page_qa_v1,How is Marc Tarpenning connected to Tesla?,answer,connection_path,"In the overlay, Marc Tarpenning is connected to Tesla: Marc Tarpenning founded Tesla. This is an explicit semi-stable relation in the overlay.",True,1,0,14,0,0,True,answer_supported_by_context,,
cpqa-v1-017,cross_page_qa_v1,How is SpaceX connected to Starlink?,answer,connection_path,"In the overlay, SpaceX and Starlink are connected only by a weak contextual link (on the Starlink page). This is a weak contextual link, not a stable factual relation, so it does not prove a factual relationship.",False,0,1,11,0,0,True,safe_policy_answer_supported,,weak_only_path
cpqa-v1-018,cross_page_qa_v1,How is SpaceX connected to Falcon 9?,answer,connection_path,"In the overlay, SpaceX and Falcon 9 are connected only by a weak contextual link (on the Falcon 9 page). This is a weak contextual link, not a stable factual relation, so it does not prove a factual relationship.",False,0,1,12,0,0,True,safe_policy_answer_supported,,weak_only_path
cpqa-v1-019,cross_page_qa_v1,How is Tesla connected to electric vehicles?,answer,connection_path,"In the overlay, Tesla and electric vehicles are connected only by a weak contextual link (on the Tesla page). This is a weak contextual link, not a stable factual relation, so it does not prove a factual relationship.",True,0,0,13,0,0,True,safe_policy_answer_supported,,
cpqa-v1-020,cross_page_qa_v1,How is Powerwall connected to lithium-ion battery?,answer,connection_path,"In the overlay, Powerwall and lithium-ion battery are connected only by a weak contextual link (on the Powerwall page). This is a weak contextual link, not a stable factual relation, so it does not prove a factual relationship.",False,0,1,6,0,0,True,safe_policy_answer_supported,,weak_only_path
cpqa-v1-021,cross_page_qa_v1,How is Forbes connected to net worth?,answer,connection_path,"In the overlay, Forbes is connected to net worth as a cited source of source-qualified estimates: Elon Musk US$1.1 trillion according to Forbes as of 2026-06; Jeff Bezos US$200 billion according to Forbes as of 2026-06; Michael Bloomberg US$100 billion according to Forbes as of 2026-06. These are volatile, source-qualified facts that require rechecking, not stable factual relations.",False,0,1,11,0,0,True,safe_policy_answer_supported,,weak_only_path|current_or_live
cpqa-v1-022,cross_page_qa_v1,How is Elon Musk connected to net worth?,answer,connection_path,"In the overlay, Elon Musk is connected to net worth through a source-qualified estimate: Elon Musk US$1.1 trillion according to Forbes as of 2026-06. These are volatile, source-qualified facts that require rechecking, not stable factual relations.",False,0,1,11,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
cpqa-v1-023,cross_page_qa_v1,What path connects Elon Musk to SpaceX?,answer,relation_chain,The overlay has an explicit relation path from Elon Musk to SpaceX: Elon Musk → leader_of → SpaceX. Each step is an explicit overlay relation.,True,1,0,15,1,0,True,answer_supported_by_context,,volatile_source_qualified
cpqa-v1-024,cross_page_qa_v1,What path connects Tesla to battery storage?,answer,relation_chain,The overlay has an explicit relation path from Tesla to Battery storage: Tesla → produces → Battery storage. Each step is an explicit overlay relation.,True,1,0,13,0,0,True,answer_supported_by_context,,
cpqa-v1-025,cross_page_qa_v1,What path connects Forbes to business rankings?,answer,relation_chain,The overlay has an explicit relation path from Forbes to business rankings: Forbes → publishes → business rankings. Each step is an explicit overlay relation.,True,1,0,5,0,0,True,answer_supported_by_context,,
cpqa-v1-026,cross_page_qa_v1,What path connects Bloomberg News to wealth indexes?,answer,relation_chain,The overlay has an explicit relation path from Bloomberg News to wealth indexes: Bloomberg News → publishes → wealth indexes. Each step is an explicit overlay relation.,True,1,0,3,0,0,True,answer_supported_by_context,,
cpqa-v1-027,cross_page_qa_v1,What path connects Elon Musk to rockets?,answer,relation_chain,The overlay has an explicit relation path from Elon Musk to rockets: Elon Musk → leader_of → SpaceX; SpaceX → develops → rockets. Each step is an explicit overlay relation.,True,1,0,8,1,0,True,answer_supported_by_context,,volatile_source_qualified
cpqa-v1-028,cross_page_qa_v1,What path connects Elon Musk to electric cars?,answer,relation_chain,The overlay has an explicit relation path from Elon Musk to electric cars: Elon Musk → leader_of → Tesla; Tesla → produces → electric cars. Each step is an explicit overlay relation.,True,1,0,8,1,0,True,answer_supported_by_context,,volatile_source_qualified
cpqa-v1-029,cross_page_qa_v1,What path connects Jeff Bezos to Blue Origin?,answer,relation_chain,The overlay has an explicit relation path from Jeff Bezos to Blue Origin: Jeff Bezos → leader_of → Blue Origin. Each step is an explicit overlay relation.,True,1,0,8,1,0,True,answer_supported_by_context,,volatile_source_qualified
cpqa-v1-030,cross_page_qa_v1,What path connects NASA to launch systems?,answer,relation_chain,The overlay has an explicit relation path from NASA to launch systems: NASA → develops → launch systems. Each step is an explicit overlay relation.,True,1,0,3,0,0,True,answer_supported_by_context,,
cpqa-v1-031,cross_page_qa_v1,What path connects SolarCity to solar panels?,answer,relation_chain,The overlay has an explicit relation path from SolarCity to solar panels: SolarCity → produces → solar panels. Each step is an explicit overlay relation.,True,1,0,2,0,0,True,answer_supported_by_context,,
cpqa-v1-032,cross_page_qa_v1,What path connects Neuralink to brain-computer interfaces?,answer,relation_chain,The overlay has an explicit relation path from Neuralink to brain-computer interfaces: Neuralink → develops → brain-computer interfaces. Each step is an explicit overlay relation.,True,1,0,2,0,0,True,answer_supported_by_context,,
cpqa-v1-033,cross_page_qa_v1,What path connects Elon Musk to Dragon spacecraft?,answer,relation_chain,The overlay has an explicit relation path from Elon Musk to Dragon spacecraft: Elon Musk → leader_of → SpaceX; SpaceX → produces → Dragon spacecraft. Each step is an explicit overlay relation.,True,1,0,8,1,0,True,answer_supported_by_context,,volatile_source_qualified
cpqa-v1-034,cross_page_qa_v1,Which claims require rechecking?,answer,source_qualified_list,"The overlay has 4 volatile source-qualified facts that require rechecking: Elon Musk — US$1.1 trillion according to Forbes as of 2026-06; Jeff Bezos — US$200 billion according to Forbes as of 2026-06; Bernard Arnault — US$180 billion according to Bloomberg as of 2026-06; Michael Bloomberg — US$100 billion according to Forbes as of 2026-06. These are source-qualified estimates, not stable facts.",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-035,cross_page_qa_v1,Which facts are source-qualified?,answer,source_qualified_list,"The overlay has 4 volatile source-qualified facts that require rechecking: Elon Musk — US$1.1 trillion according to Forbes as of 2026-06; Jeff Bezos — US$200 billion according to Forbes as of 2026-06; Bernard Arnault — US$180 billion according to Bloomberg as of 2026-06; Michael Bloomberg — US$100 billion according to Forbes as of 2026-06. These are source-qualified estimates, not stable facts.",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-036,cross_page_qa_v1,Which overlay facts are volatile?,answer,source_qualified_list,"The overlay has 4 volatile source-qualified facts that require rechecking: Elon Musk — US$1.1 trillion according to Forbes as of 2026-06; Jeff Bezos — US$200 billion according to Forbes as of 2026-06; Bernard Arnault — US$180 billion according to Bloomberg as of 2026-06; Michael Bloomberg — US$100 billion according to Forbes as of 2026-06. These are source-qualified estimates, not stable facts.",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-037,cross_page_qa_v1,Which net worth claims require recheck?,answer,source_qualified_list,"The overlay has 4 volatile source-qualified facts that require rechecking: Elon Musk — US$1.1 trillion according to Forbes as of 2026-06; Jeff Bezos — US$200 billion according to Forbes as of 2026-06; Bernard Arnault — US$180 billion according to Bloomberg as of 2026-06; Michael Bloomberg — US$100 billion according to Forbes as of 2026-06. These are source-qualified estimates, not stable facts.",False,0,0,6,0,0,True,safe_policy_answer_supported,,current_or_live
cpqa-v1-038,cross_page_qa_v1,Which source-qualified facts require recheck?,answer,source_qualified_list,"The overlay has 4 volatile source-qualified facts that require rechecking: Elon Musk — US$1.1 trillion according to Forbes as of 2026-06; Jeff Bezos — US$200 billion according to Forbes as of 2026-06; Bernard Arnault — US$180 billion according to Bloomberg as of 2026-06; Michael Bloomberg — US$100 billion according to Forbes as of 2026-06. These are source-qualified estimates, not stable facts.",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-039,cross_page_qa_v1,List the volatile facts in the overlay.,answer,source_qualified_list,"The overlay has 4 volatile source-qualified facts that require rechecking: Elon Musk — US$1.1 trillion according to Forbes as of 2026-06; Jeff Bezos — US$200 billion according to Forbes as of 2026-06; Bernard Arnault — US$180 billion according to Bloomberg as of 2026-06; Michael Bloomberg — US$100 billion according to Forbes as of 2026-06. These are source-qualified estimates, not stable facts.",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-040,cross_page_qa_v1,Which net worth estimates are volatile?,answer,source_qualified_list,"The overlay has 4 volatile source-qualified facts that require rechecking: Elon Musk — US$1.1 trillion according to Forbes as of 2026-06; Jeff Bezos — US$200 billion according to Forbes as of 2026-06; Bernard Arnault — US$180 billion according to Bloomberg as of 2026-06; Michael Bloomberg — US$100 billion according to Forbes as of 2026-06. These are source-qualified estimates, not stable facts.",False,0,0,6,0,0,True,safe_policy_answer_supported,,current_or_live
cpqa-v1-041,cross_page_qa_v1,Which facts should be rechecked?,answer,source_qualified_list,"The overlay has 4 volatile source-qualified facts that require rechecking: Elon Musk — US$1.1 trillion according to Forbes as of 2026-06; Jeff Bezos — US$200 billion according to Forbes as of 2026-06; Bernard Arnault — US$180 billion according to Bloomberg as of 2026-06; Michael Bloomberg — US$100 billion according to Forbes as of 2026-06. These are source-qualified estimates, not stable facts.",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-042,cross_page_qa_v1,Which links are weak context only?,answer,weak_link_list_or_policy,"In the overlay, weak context links (weak_context_only trust) are contextual mentions, not stable factual relations. They cannot prove a factual claim. The overlay currently has 126 such weak context links. Examples: Elon Musk → Businessperson; Elon Musk → Leadership; Elon Musk → Tesla, Inc..",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-043,cross_page_qa_v1,What does weak_context_only mean?,answer,weak_link_list_or_policy,"In the overlay, weak context links (weak_context_only trust) are contextual mentions, not stable factual relations. They cannot prove a factual claim. The overlay currently has 126 such weak context links. Examples: Elon Musk → Businessperson; Elon Musk → Leadership; Elon Musk → Tesla, Inc..",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-044,cross_page_qa_v1,Are wiki context links facts?,answer,weak_link_list_or_policy,"In the overlay, weak context links (weak_context_only trust) are contextual mentions, not stable factual relations. They cannot prove a factual claim. The overlay currently has 126 such weak context links. Examples: Elon Musk → Businessperson; Elon Musk → Leadership; Elon Musk → Tesla, Inc..",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-045,cross_page_qa_v1,Can weak links prove claims?,answer,weak_link_list_or_policy,"In the overlay, weak context links (weak_context_only trust) are contextual mentions, not stable factual relations. They cannot prove a factual claim. The overlay currently has 126 such weak context links. Examples: Elon Musk → Businessperson; Elon Musk → Leadership; Elon Musk → Tesla, Inc..",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-046,cross_page_qa_v1,Give examples of weak links in the overlay.,answer,weak_link_list_or_policy,"In the overlay, weak context links (weak_context_only trust) are contextual mentions, not stable factual relations. They cannot prove a factual claim. The overlay currently has 126 such weak context links. Examples: Elon Musk → Businessperson; Elon Musk → Leadership; Elon Musk → Tesla, Inc..",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-047,cross_page_qa_v1,What does weak context only mean in the overlay?,answer,weak_link_list_or_policy,"In the overlay, weak context links (weak_context_only trust) are contextual mentions, not stable factual relations. They cannot prove a factual claim. The overlay currently has 126 such weak context links. Examples: Elon Musk → Businessperson; Elon Musk → Leadership; Elon Musk → Tesla, Inc..",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-048,cross_page_qa_v1,Are weak context links stable facts?,answer,weak_link_list_or_policy,"In the overlay, weak context links (weak_context_only trust) are contextual mentions, not stable factual relations. They cannot prove a factual claim. The overlay currently has 126 such weak context links. Examples: Elon Musk → Businessperson; Elon Musk → Leadership; Elon Musk → Tesla, Inc..",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-049,cross_page_qa_v1,Do weak links prove a factual relationship?,answer,weak_link_list_or_policy,"In the overlay, weak context links (weak_context_only trust) are contextual mentions, not stable factual relations. They cannot prove a factual claim. The overlay currently has 126 such weak context links. Examples: Elon Musk → Businessperson; Elon Musk → Leadership; Elon Musk → Tesla, Inc..",False,0,0,0,0,0,True,safe_policy_answer_supported,,
cpqa-v1-050,cross_page_qa_v1,How is Elon Musk connected to Starlink?,audit,connection_path,I cannot answer from the wiki overlay because the overlay has no explicit safe relation path or direct contextual link between these entities.,False,0,1,8,1,2,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
cpqa-v1-051,cross_page_qa_v1,How is Tesla connected to Forbes?,audit,connection_path,I cannot answer from the wiki overlay because the overlay has no explicit safe relation path or direct contextual link between these entities.,False,0,1,18,0,2,True,audit_supported_by_context,,weak_only_path
cpqa-v1-052,cross_page_qa_v1,How is Starlink connected to net worth?,audit,connection_path,I cannot answer from the wiki overlay because the overlay has no explicit safe relation path or direct contextual link between these entities.,False,0,1,8,0,2,True,audit_supported_by_context,,current_or_live
cpqa-v1-053,cross_page_qa_v1,How is Bloomberg News connected to SpaceX rockets?,audit,connection_path,I cannot answer from the wiki overlay because one or both entities are not present in the overlay.,False,0,2,14,0,1,True,audit_supported_by_context,,
cpqa-v1-054,cross_page_qa_v1,How is Bloomberg News connected to Bloomberg LP?,audit,connection_path,I cannot answer from the wiki overlay because the overlay has no explicit safe relation path or direct contextual link between these entities.,False,0,1,6,0,1,True,audit_supported_by_context,,weak_only_path
cpqa-v1-055,cross_page_qa_v1,How is Tesla connected to lithium-ion batteries?,audit,connection_path,I cannot answer from the wiki overlay because one or both entities are not present in the overlay.,True,0,0,13,0,1,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",
cpqa-v1-056,cross_page_qa_v1,How is Forbes connected to SpaceX?,audit,connection_path,I cannot answer from the wiki overlay because the overlay has no explicit safe relation path or direct contextual link between these entities.,False,0,1,15,0,1,True,audit_supported_by_context,,weak_only_path
cpqa-v1-057,cross_page_qa_v1,How is Tesla connected to NASA?,audit,connection_path,I cannot answer from the wiki overlay because the overlay has no explicit safe relation path or direct contextual link between these entities.,False,0,1,16,0,1,True,audit_supported_by_context,,
cpqa-v1-058,cross_page_qa_v1,How is Reuters connected to rockets?,audit,connection_path,I cannot answer from the wiki overlay because the overlay has no explicit safe relation path or direct contextual link between these entities.,False,0,1,4,0,1,True,audit_supported_by_context,,
cpqa-v1-059,cross_page_qa_v1,What path connects Elon Musk to Starlink?,audit,relation_chain,I cannot answer from the wiki overlay because the overlay has no explicit safe relation path or direct contextual link between these entities.,False,0,1,8,1,2,True,audit_supported_by_context,,weak_only_path|volatile_source_qualified
cpqa-v1-060,cross_page_qa_v1,What path connects SpaceX to reusable rockets?,audit,relation_chain,I cannot answer from the wiki overlay because the overlay has no explicit safe relation path or direct contextual link between these entities.,True,1,0,11,0,1,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",
cpqa-v1-061,cross_page_qa_v1,What path connects Tesla to Forbes?,audit,relation_chain,I cannot answer from the wiki overlay because the overlay has no explicit safe relation path or direct contextual link between these entities.,False,0,1,18,0,2,True,audit_supported_by_context,,weak_only_path
cpqa-v1-062,cross_page_qa_v1,What path connects Starlink to net worth?,audit,relation_chain,I cannot answer from the wiki overlay because the overlay has no explicit safe relation path or direct contextual link between these entities.,False,0,1,8,0,2,True,audit_supported_by_context,,current_or_live
cpqa-v1-063,cross_page_qa_v1,Does Tesla prove Musk's net worth?,audit,unsupported_or_too_far,I cannot answer from the wiki overlay because the overlay has no explicit safe path supporting this question.,True,1,1,23,1,1,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",weak_only_path|volatile_source_qualified
cpqa-v1-064,cross_page_qa_v1,Does a weak link prove that Musk leads Forbes?,answer,weak_link_list_or_policy,"In the overlay, weak context links (weak_context_only trust) are contextual mentions, not stable factual relations. They cannot prove a factual claim. The overlay currently has 126 such weak context links. Examples: Elon Musk → Businessperson; Elon Musk → Leadership; Elon Musk → Tesla, Inc..",False,0,1,10,1,0,True,safe_policy_answer_supported,,weak_only_path|volatile_source_qualified
cpqa-v1-065,cross_page_qa_v1,"If SpaceX makes rockets, are all rockets SpaceX products?",audit,unsupported_or_too_far,I cannot answer from the wiki overlay because this question asks for a universal generalization that the overlay does not support.,False,1,1,11,0,0,True,audit_supported_by_context,,unsupported_universal_claim
cpqa-v1-066,cross_page_qa_v1,"If Tesla makes electric cars, is every electric car a Tesla?",audit,unsupported_or_too_far,I cannot answer from the wiki overlay because this question asks for a universal generalization that the overlay does not support.,False,1,1,14,0,0,True,audit_supported_by_context,,unsupported_universal_claim
cpqa-v1-067,cross_page_qa_v1,"If Musk leads Tesla, does Tesla lead Musk?",audit,unsupported_or_too_far,I cannot answer from the wiki overlay because the overlay has no explicit safe path supporting this question.,True,1,0,18,1,0,True,audit_despite_safe_context,"QA audited though the context pack shows an explicit path; QA is more conservative (reported as warning, not weakened)",volatile_source_qualified
cpqa-v1-068,cross_page_qa_v1,What is Tesla's current stock price through the overlay?,audit,unsupported_or_too_far,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted fact in the overlay.,False,0,0,13,0,0,True,audit_supported_by_context,,current_or_live
cpqa-v1-069,cross_page_qa_v1,What is SpaceX's current valuation in the overlay?,audit,unsupported_or_too_far,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted fact in the overlay.,False,0,0,10,0,1,True,audit_supported_by_context,,current_or_live
cpqa-v1-070,cross_page_qa_v1,What is Tesla's latest quarterly revenue from the overlay?,audit,unsupported_or_too_far,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted fact in the overlay.,False,0,0,13,0,1,True,audit_supported_by_context,,current_or_live
cpqa-v1-071,cross_page_qa_v1,What is Tesla's market cap right now?,audit,unsupported_or_too_far,I cannot answer from the wiki overlay because this question asks for current/real-time data that is not available as an accepted fact in the overlay.,False,0,0,13,0,0,True,audit_supported_by_context,,current_or_live
